ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
394,07_test.tif,0.722,0.896,0.605,0.957,60,8,0.3,16
395,07_test.tif,0.724,0.669,0.79,0.945,60,7,0.3,22
396,07_test.tif,0.732,0.791,0.68,0.954,60,7,0.7,14
397,07_test.tif,0.681,0.931,0.537,0.954,60,8,0.3,12
398,07_test.tif,0.673,0.923,0.53,0.953,60,7,0.7,10
399,07_test.tif,0.595,0.959,0.432,0.946,60,8,0.7,10
400,07_test.tif,0.427,0.281,0.896,0.78,60,7,0.7,24
401,07_test.tif,0.486,0.338,0.869,0.832,60,7,0.7,22
402,07_test.tif,0.648,0.548,0.791,0.921,60,7,0.7,18
403,07_test.tif,0.703,0.895,0.579,0.955,60,8,0.7,16
404,07_test.tif,0.672,0.924,0.528,0.953,60,8,0.7,14
405,07_test.tif,0.706,0.675,0.739,0.944,60,7,0.7,16
406,07_test.tif,0.749,0.831,0.682,0.958,60,8,0.3,22
407,07_test.tif,0.7,0.614,0.815,0.936,60,7,0.3,24
408,07_test.tif,0.559,0.42,0.836,0.88,60,7,0.7,20
409,07_test.tif,0.753,0.771,0.736,0.956,60,7,0.3,18
410,07_test.tif,0.746,0.847,0.667,0.959,60,7,0.3,14
411,07_test.tif,0.65,0.946,0.495,0.951,60,8,0.3,10
412,07_test.tif,0.753,0.809,0.704,0.958,60,8,0.3,24
413,07_test.tif,0.717,0.867,0.611,0.956,60,7,0.7,12
414,07_test.tif,0.733,0.812,0.668,0.956,60,8,0.7,20
415,07_test.tif,0.742,0.72,0.764,0.951,60,7,0.3,20
416,07_test.tif,0.734,0.873,0.633,0.958,60,8,0.3,18
417,15_test.tif,0.737,0.754,0.72,0.963,60,8,0.3,14
418,15_test.tif,0.707,0.627,0.811,0.952,60,7,0.3,16
419,15_test.tif,0.655,0.54,0.832,0.937,60,8,0.7,18
420,15_test.tif,0.578,0.433,0.869,0.909,60,8,0.7,22
421,15_test.tif,0.718,0.693,0.744,0.958,60,8,0.7,12
422,15_test.tif,0.737,0.754,0.721,0.963,60,7,0.3,10
423,15_test.tif,0.534,0.382,0.885,0.889,60,8,0.7,24
424,15_test.tif,0.725,0.678,0.778,0.958,60,8,0.3,20
425,15_test.tif,0.731,0.709,0.754,0.96,60,7,0.3,12
426,15_test.tif,0.735,0.728,0.742,0.962,60,8,0.3,16
427,15_test.tif,0.637,0.504,0.865,0.929,60,7,0.3,22
428,15_test.tif,0.583,0.44,0.865,0.911,60,7,0.7,14
429,15_test.tif,0.735,0.779,0.696,0.964,60,8,0.3,12
430,15_test.tif,0.696,0.624,0.787,0.951,60,7,0.7,10
431,15_test.tif,0.723,0.744,0.704,0.961,60,8,0.7,10
432,15_test.tif,0.29,0.171,0.951,0.667,60,7,0.7,24
433,15_test.tif,0.321,0.193,0.943,0.714,60,7,0.7,22
434,15_test.tif,0.416,0.269,0.919,0.816,60,7,0.7,18
435,15_test.tif,0.678,0.585,0.806,0.945,60,8,0.7,16
436,15_test.tif,0.701,0.637,0.78,0.952,60,8,0.7,14
437,15_test.tif,0.495,0.341,0.901,0.868,60,7,0.7,16
438,15_test.tif,0.718,0.655,0.794,0.955,60,8,0.3,22
439,15_test.tif,0.608,0.465,0.879,0.919,60,7,0.3,24
440,15_test.tif,0.36,0.223,0.933,0.763,60,7,0.7,20
441,15_test.tif,0.687,0.585,0.83,0.946,60,7,0.3,18
442,15_test.tif,0.724,0.671,0.785,0.957,60,7,0.3,14
443,15_test.tif,0.729,0.806,0.665,0.965,60,8,0.3,10
444,15_test.tif,0.707,0.629,0.809,0.952,60,8,0.3,24
445,15_test.tif,0.65,0.533,0.831,0.936,60,7,0.7,12
446,15_test.tif,0.616,0.482,0.851,0.924,60,8,0.7,20
447,15_test.tif,0.663,0.546,0.846,0.939,60,7,0.3,20
448,15_test.tif,0.728,0.699,0.76,0.959,60,8,0.3,18
449,18_test.tif,0.744,0.893,0.637,0.965,60,8,0.3,14
450,18_test.tif,0.788,0.768,0.809,0.966,60,7,0.3,16
451,18_test.tif,0.69,0.92,0.552,0.961,60,8,0.7,18
452,18_test.tif,0.739,0.87,0.642,0.964,60,8,0.7,22
453,18_test.tif,0.636,0.943,0.48,0.956,60,8,0.7,12
454,18_test.tif,0.748,0.889,0.645,0.965,60,7,0.3,10
455,18_test.tif,0.756,0.841,0.687,0.965,60,8,0.7,24
456,18_test.tif,0.786,0.82,0.754,0.967,60,8,0.3,20
457,18_test.tif,0.776,0.853,0.712,0.967,60,7,0.3,12
458,18_test.tif,0.765,0.871,0.682,0.967,60,8,0.3,16
459,18_test.tif,0.732,0.619,0.895,0.948,60,7,0.3,22
460,18_test.tif,0.724,0.889,0.611,0.963,60,7,0.7,14
461,18_test.tif,0.714,0.913,0.587,0.963,60,8,0.3,12
462,18_test.tif,0.645,0.94,0.491,0.957,60,7,0.7,10
463,18_test.tif,0.635,0.943,0.479,0.956,60,8,0.7,10
464,18_test.tif,0.58,0.427,0.905,0.896,60,7,0.7,24
465,18_test.tif,0.69,0.572,0.87,0.938,60,7,0.7,22
466,18_test.tif,0.77,0.78,0.761,0.964,60,7,0.7,18
467,18_test.tif,0.664,0.932,0.516,0.959,60,8,0.7,16
468,18_test.tif,0.644,0.94,0.49,0.957,60,8,0.7,14
469,18_test.tif,0.757,0.841,0.689,0.965,60,7,0.7,16
470,18_test.tif,0.789,0.796,0.783,0.967,60,8,0.3,22
471,18_test.tif,0.694,0.56,0.913,0.936,60,7,0.3,24
472,18_test.tif,0.752,0.694,0.82,0.957,60,7,0.7,20
473,18_test.tif,0.778,0.722,0.842,0.962,60,7,0.3,18
474,18_test.tif,0.788,0.811,0.765,0.967,60,7,0.3,14
475,18_test.tif,0.68,0.928,0.536,0.96,60,8,0.3,10
476,18_test.tif,0.788,0.768,0.809,0.966,60,8,0.3,24
477,18_test.tif,0.682,0.924,0.541,0.96,60,7,0.7,12
478,18_test.tif,0.715,0.901,0.592,0.963,60,8,0.7,20
479,18_test.tif,0.759,0.672,0.873,0.956,60,7,0.3,20
480,18_test.tif,0.78,0.848,0.722,0.968,60,8,0.3,18
481,09_test.tif,0.623,0.938,0.466,0.954,60,8,0.3,14
482,09_test.tif,0.732,0.838,0.65,0.961,60,7,0.3,16
483,09_test.tif,0.538,0.959,0.374,0.948,60,8,0.7,18
484,09_test.tif,0.61,0.939,0.452,0.953,60,8,0.7,22
485,09_test.tif,0.5,0.962,0.337,0.945,60,8,0.7,12
486,09_test.tif,0.63,0.936,0.475,0.955,60,7,0.3,10
487,09_test.tif,0.649,0.925,0.5,0.956,60,8,0.7,24
488,09_test.tif,0.708,0.877,0.593,0.96,60,8,0.3,20
489,09_test.tif,0.68,0.907,0.544,0.958,60,7,0.3,12
490,09_test.tif,0.658,0.921,0.512,0.957,60,8,0.3,16
491,09_test.tif,0.744,0.721,0.768,0.957,60,7,0.3,22
492,09_test.tif,0.586,0.948,0.424,0.951,60,7,0.7,14
493,09_test.tif,0.584,0.956,0.42,0.951,60,8,0.3,12
494,09_test.tif,0.503,0.962,0.341,0.945,60,7,0.7,10
495,09_test.tif,0.499,0.962,0.337,0.945,60,8,0.7,10
496,09_test.tif,0.654,0.557,0.794,0.932,60,7,0.7,24
497,09_test.tif,0.72,0.702,0.738,0.953,60,7,0.7,22
498,09_test.tif,0.703,0.876,0.587,0.96,60,7,0.7,18
499,09_test.tif,0.514,0.962,0.35,0.946,60,8,0.7,16
500,09_test.tif,0.502,0.962,0.34,0.945,60,8,0.7,14
501,09_test.tif,0.651,0.925,0.502,0.956,60,7,0.7,16
502,09_test.tif,0.723,0.857,0.625,0.961,60,8,0.3,22
503,09_test.tif,0.73,0.673,0.797,0.952,60,7,0.3,24
504,09_test.tif,0.728,0.802,0.667,0.96,60,7,0.7,20
505,09_test.tif,0.744,0.802,0.694,0.961,60,7,0.3,18
506,09_test.tif,0.714,0.87,0.605,0.961,60,7,0.3,14
507,09_test.tif,0.543,0.961,0.379,0.948,60,8,0.3,10
508,09_test.tif,0.732,0.838,0.65,0.961,60,8,0.3,24
509,09_test.tif,0.531,0.961,0.367,0.947,60,7,0.7,12
510,09_test.tif,0.571,0.951,0.408,0.95,60,8,0.7,20
511,09_test.tif,0.746,0.761,0.732,0.96,60,7,0.3,20
512,09_test.tif,0.686,0.901,0.554,0.959,60,8,0.3,18
513,03_test.tif,0.734,0.852,0.645,0.953,60,8,0.3,14
514,03_test.tif,0.73,0.669,0.804,0.941,60,7,0.3,16
515,03_test.tif,0.668,0.547,0.86,0.915,60,8,0.7,18
516,03_test.tif,0.488,0.331,0.927,0.806,60,8,0.7,22
517,03_test.tif,0.756,0.833,0.692,0.955,60,8,0.7,12
518,03_test.tif,0.734,0.853,0.644,0.953,60,7,0.3,10
519,03_test.tif,0.423,0.272,0.946,0.742,60,8,0.7,24
520,03_test.tif,0.75,0.752,0.748,0.95,60,8,0.3,20
521,03_test.tif,0.747,0.798,0.703,0.953,60,7,0.3,12
522,03_test.tif,0.743,0.816,0.682,0.953,60,8,0.3,16
523,03_test.tif,0.56,0.405,0.905,0.858,60,7,0.3,22
524,03_test.tif,0.512,0.356,0.918,0.826,60,7,0.7,14
525,03_test.tif,0.716,0.879,0.604,0.952,60,8,0.3,12
526,03_test.tif,0.756,0.75,0.762,0.951,60,7,0.7,10
527,03_test.tif,0.725,0.893,0.61,0.954,60,8,0.7,10
528,03_test.tif,0.271,0.157,0.988,0.471,60,7,0.7,24
529,03_test.tif,0.281,0.164,0.986,0.498,60,7,0.7,22
530,03_test.tif,0.337,0.204,0.973,0.618,60,7,0.7,18
531,03_test.tif,0.732,0.664,0.814,0.94,60,8,0.7,16
532,03_test.tif,0.757,0.756,0.758,0.951,60,8,0.7,14
533,03_test.tif,0.399,0.252,0.954,0.713,60,7,0.7,16
534,03_test.tif,0.744,0.714,0.777,0.947,60,8,0.3,22
535,03_test.tif,0.492,0.334,0.929,0.809,60,7,0.3,24
536,03_test.tif,0.301,0.177,0.982,0.544,60,7,0.7,20
537,03_test.tif,0.693,0.588,0.842,0.926,60,7,0.3,18
538,03_test.tif,0.75,0.742,0.757,0.95,60,7,0.3,14
539,03_test.tif,0.687,0.907,0.552,0.95,60,8,0.3,10
540,03_test.tif,0.731,0.672,0.803,0.941,60,8,0.3,24
541,03_test.tif,0.682,0.568,0.852,0.921,60,7,0.7,12
542,03_test.tif,0.573,0.421,0.898,0.867,60,8,0.7,20
543,03_test.tif,0.629,0.491,0.877,0.897,60,7,0.3,20
544,03_test.tif,0.748,0.784,0.715,0.952,60,8,0.3,18
545,08_test.tif,0.638,0.916,0.49,0.952,60,8,0.3,14
546,08_test.tif,0.728,0.784,0.68,0.956,60,7,0.3,16
547,08_test.tif,0.721,0.791,0.663,0.956,60,8,0.7,18
548,08_test.tif,0.66,0.576,0.771,0.932,60,8,0.7,22
549,08_test.tif,0.606,0.943,0.447,0.95,60,8,0.7,12
550,08_test.tif,0.637,0.918,0.487,0.952,60,7,0.3,10
551,08_test.tif,0.59,0.462,0.815,0.903,60,8,0.7,24
552,08_test.tif,0.711,0.843,0.614,0.957,60,8,0.3,20
553,08_test.tif,0.685,0.882,0.56,0.956,60,7,0.3,12
554,08_test.tif,0.669,0.893,0.534,0.954,60,8,0.3,16
555,08_test.tif,0.665,0.563,0.814,0.93,60,7,0.3,22
556,08_test.tif,0.686,0.64,0.739,0.942,60,7,0.7,14
557,08_test.tif,0.601,0.936,0.442,0.949,60,8,0.3,12
558,08_test.tif,0.67,0.907,0.531,0.955,60,7,0.7,10
559,08_test.tif,0.527,0.969,0.362,0.944,60,8,0.7,10
560,08_test.tif,0.256,0.148,0.931,0.533,60,7,0.7,24
561,08_test.tif,0.283,0.167,0.921,0.598,60,7,0.7,22
562,08_test.tif,0.418,0.275,0.873,0.791,60,7,0.7,18
563,08_test.tif,0.706,0.852,0.603,0.957,60,8,0.7,16
564,08_test.tif,0.67,0.905,0.532,0.955,60,8,0.7,14
565,08_test.tif,0.569,0.435,0.821,0.893,60,7,0.7,16
566,08_test.tif,0.723,0.815,0.649,0.957,60,8,0.3,22
567,08_test.tif,0.59,0.452,0.849,0.899,60,7,0.3,24
568,08_test.tif,0.329,0.201,0.902,0.684,60,7,0.7,20
569,08_test.tif,0.724,0.724,0.724,0.953,60,7,0.3,18
570,08_test.tif,0.715,0.835,0.626,0.957,60,7,0.3,14
571,08_test.tif,0.556,0.953,0.393,0.946,60,8,0.3,10
572,08_test.tif,0.728,0.782,0.68,0.956,60,8,0.3,24
573,08_test.tif,0.718,0.814,0.642,0.957,60,7,0.7,12
574,08_test.tif,0.711,0.703,0.719,0.95,60,8,0.7,20
575,08_test.tif,0.707,0.655,0.768,0.945,60,7,0.3,20
576,08_test.tif,0.692,0.87,0.574,0.956,60,8,0.3,18
577,05_test.tif,0.754,0.886,0.657,0.96,60,8,0.3,14
578,05_test.tif,0.769,0.773,0.764,0.957,60,7,0.3,16
579,05_test.tif,0.755,0.737,0.775,0.953,60,8,0.7,18
580,05_test.tif,0.691,0.59,0.832,0.93,60,8,0.7,22
581,05_test.tif,0.746,0.893,0.641,0.959,60,8,0.7,12
582,05_test.tif,0.754,0.887,0.656,0.96,60,7,0.3,10
583,05_test.tif,0.635,0.504,0.857,0.908,60,8,0.7,24
584,05_test.tif,0.774,0.828,0.727,0.96,60,8,0.3,20
585,05_test.tif,0.769,0.856,0.698,0.961,60,7,0.3,12
586,05_test.tif,0.764,0.867,0.683,0.96,60,8,0.3,16
587,05_test.tif,0.705,0.609,0.837,0.934,60,7,0.3,22
588,05_test.tif,0.712,0.63,0.82,0.938,60,7,0.7,14
589,05_test.tif,0.74,0.906,0.626,0.959,60,8,0.3,12
590,05_test.tif,0.766,0.852,0.696,0.96,60,7,0.7,10
591,05_test.tif,0.712,0.932,0.576,0.956,60,8,0.7,10
592,05_test.tif,0.328,0.198,0.956,0.632,60,7,0.7,24
593,05_test.tif,0.363,0.224,0.945,0.689,60,7,0.7,22
594,05_test.tif,0.495,0.341,0.904,0.827,60,7,0.7,18
595,05_test.tif,0.769,0.802,0.739,0.958,60,8,0.7,16
596,05_test.tif,0.766,0.853,0.696,0.96,60,8,0.7,14
597,05_test.tif,0.612,0.474,0.865,0.897,60,7,0.7,16
598,05_test.tif,0.77,0.798,0.745,0.958,60,8,0.3,22
599,05_test.tif,0.662,0.538,0.858,0.918,60,7,0.3,24
600,05_test.tif,0.413,0.265,0.929,0.753,60,7,0.7,20
601,05_test.tif,0.753,0.718,0.792,0.951,60,7,0.3,18
602,05_test.tif,0.774,0.821,0.732,0.96,60,7,0.3,14
603,05_test.tif,0.72,0.924,0.59,0.957,60,8,0.3,10
604,05_test.tif,0.769,0.774,0.763,0.957,60,8,0.3,24
605,05_test.tif,0.761,0.755,0.767,0.955,60,7,0.7,12
606,05_test.tif,0.732,0.668,0.808,0.944,60,8,0.7,20
607,05_test.tif,0.733,0.664,0.819,0.944,60,7,0.3,20
608,05_test.tif,0.771,0.849,0.706,0.961,60,8,0.3,18
609,12_test.tif,0.745,0.864,0.655,0.961,60,8,0.3,14
610,12_test.tif,0.759,0.728,0.794,0.957,60,7,0.3,16
611,12_test.tif,0.757,0.831,0.696,0.961,60,8,0.7,18
612,12_test.tif,0.743,0.706,0.784,0.953,60,8,0.7,22
613,12_test.tif,0.669,0.934,0.522,0.956,60,8,0.7,12
614,12_test.tif,0.745,0.864,0.655,0.961,60,7,0.3,10
615,12_test.tif,0.714,0.631,0.823,0.943,60,8,0.7,24
616,12_test.tif,0.766,0.786,0.747,0.961,60,8,0.3,20
617,12_test.tif,0.763,0.823,0.711,0.962,60,7,0.3,12
618,12_test.tif,0.759,0.837,0.694,0.962,60,8,0.3,16
619,12_test.tif,0.664,0.534,0.877,0.923,60,7,0.3,22
620,12_test.tif,0.756,0.758,0.754,0.958,60,7,0.7,14
621,12_test.tif,0.725,0.889,0.612,0.96,60,8,0.3,12
622,12_test.tif,0.711,0.907,0.585,0.959,60,7,0.7,10
623,12_test.tif,0.622,0.947,0.463,0.951,60,8,0.7,10
624,12_test.tif,0.336,0.204,0.946,0.677,60,7,0.7,24
625,12_test.tif,0.388,0.245,0.93,0.747,60,7,0.7,22
626,12_test.tif,0.596,0.454,0.868,0.899,60,7,0.7,18
627,12_test.tif,0.74,0.873,0.641,0.961,60,8,0.7,16
628,12_test.tif,0.711,0.907,0.585,0.959,60,8,0.7,14
629,12_test.tif,0.714,0.631,0.823,0.943,60,7,0.7,16
630,12_test.tif,0.764,0.755,0.773,0.959,60,8,0.3,22
631,12_test.tif,0.604,0.456,0.898,0.899,60,7,0.3,24
632,12_test.tif,0.468,0.316,0.905,0.822,60,7,0.7,20
633,12_test.tif,0.743,0.675,0.825,0.951,60,7,0.3,18
634,12_test.tif,0.766,0.779,0.753,0.96,60,7,0.3,14
635,12_test.tif,0.695,0.911,0.562,0.957,60,8,0.3,10
636,12_test.tif,0.759,0.726,0.794,0.956,60,8,0.3,24
637,12_test.tif,0.752,0.85,0.674,0.962,60,7,0.7,12
638,12_test.tif,0.757,0.772,0.742,0.959,60,8,0.7,20
639,12_test.tif,0.709,0.606,0.854,0.94,60,7,0.3,20
640,12_test.tif,0.765,0.812,0.723,0.962,60,8,0.3,18
