ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
1,17_test.tif,0.729,0.902,0.612,0.962,60,8.0,0.1,24
2,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.7,16
3,17_test.tif,0.592,0.964,0.427,0.95,80,9.0,0.5,24
4,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,18
5,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,14
6,17_test.tif,0.579,0.965,0.413,0.949,80,8.5,0.9,24
7,17_test.tif,0.646,0.792,0.545,0.949,80,7.0,0.9,22
8,17_test.tif,0.378,0.245,0.82,0.772,60,6.5,0.9,24
9,17_test.tif,0.359,0.222,0.945,0.716,80,6.0,0.1,24
10,17_test.tif,0.718,0.91,0.593,0.961,60,7.5,0.3,22
11,17_test.tif,0.687,0.932,0.544,0.958,80,6.5,0.5,14
12,17_test.tif,0.643,0.946,0.487,0.954,80,9.0,0.1,16
13,17_test.tif,0.265,0.154,0.942,0.559,80,6.0,0.7,24
14,17_test.tif,0.652,0.946,0.498,0.955,80,8.5,0.3,22
15,17_test.tif,0.591,0.964,0.426,0.95,80,8.0,0.5,16
16,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,22
17,17_test.tif,0.531,0.904,0.376,0.944,60,6.0,0.9,12
18,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.5,16
19,17_test.tif,0.62,0.959,0.458,0.953,80,8.0,0.5,20
20,17_test.tif,0.763,0.797,0.732,0.962,80,6.5,0.1,20
21,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.5,16
22,17_test.tif,0.598,0.573,0.624,0.929,80,7.0,0.9,24
23,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,22
24,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,20
25,17_test.tif,0.526,0.971,0.361,0.945,60,9.5,0.1,10
26,17_test.tif,0.613,0.96,0.45,0.952,80,8.0,0.7,24
27,17_test.tif,0.486,0.978,0.324,0.942,60,7.5,0.5,10
28,17_test.tif,0.582,0.965,0.417,0.949,80,8.0,0.7,18
29,17_test.tif,0.617,0.952,0.456,0.952,60,6.0,0.5,10
30,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.9,16
31,17_test.tif,0.651,0.945,0.497,0.955,80,8.0,0.3,18
32,17_test.tif,0.577,0.965,0.411,0.949,80,7.5,0.9,10
33,17_test.tif,0.621,0.488,0.856,0.912,60,6.0,0.3,20
34,17_test.tif,0.619,0.943,0.461,0.952,60,6.0,0.7,12
35,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.9,12
36,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,10
37,17_test.tif,0.714,0.637,0.812,0.945,80,6.5,0.3,24
38,17_test.tif,0.691,0.867,0.575,0.957,60,7.0,0.7,22
39,17_test.tif,0.483,0.978,0.321,0.942,60,6.5,0.9,10
40,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.9,10
41,17_test.tif,0.562,0.966,0.396,0.948,60,7.5,0.7,20
42,17_test.tif,0.655,0.94,0.503,0.955,60,8.0,0.1,14
43,17_test.tif,0.593,0.964,0.428,0.95,80,8.5,0.5,20
44,17_test.tif,0.579,0.965,0.414,0.949,80,9.5,0.3,14
45,17_test.tif,0.675,0.934,0.528,0.957,60,8.0,0.1,16
46,17_test.tif,0.691,0.927,0.551,0.958,80,8.5,0.1,20
47,17_test.tif,0.483,0.978,0.321,0.942,60,7.5,0.9,10
48,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,18
49,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,16
50,17_test.tif,0.706,0.869,0.594,0.958,80,6.0,0.7,14
51,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,20
52,17_test.tif,0.603,0.963,0.439,0.951,80,8.0,0.5,18
53,17_test.tif,0.621,0.956,0.46,0.953,80,8.5,0.3,18
54,17_test.tif,0.577,0.965,0.412,0.949,80,8.5,0.9,22
55,17_test.tif,0.571,0.962,0.406,0.948,60,9.5,0.1,14
56,17_test.tif,0.517,0.976,0.352,0.945,60,8.5,0.5,20
57,17_test.tif,0.525,0.909,0.369,0.944,60,7.5,0.9,22
58,17_test.tif,0.632,0.95,0.474,0.953,80,8.5,0.1,12
59,17_test.tif,0.713,0.915,0.584,0.96,80,8.5,0.1,24
60,17_test.tif,0.547,0.966,0.382,0.947,60,9.0,0.1,10
61,17_test.tif,0.722,0.908,0.6,0.961,80,6.5,0.1,12
62,17_test.tif,0.595,0.964,0.43,0.951,80,8.5,0.3,14
63,17_test.tif,0.578,0.965,0.413,0.949,80,8.0,0.5,12
64,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.5,14
65,17_test.tif,0.71,0.917,0.579,0.96,80,7.5,0.1,16
66,17_test.tif,0.464,0.338,0.742,0.855,60,6.5,0.9,22
67,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,22
68,17_test.tif,0.486,0.978,0.323,0.942,60,7.5,0.9,16
69,17_test.tif,0.552,0.424,0.787,0.892,60,6.0,0.7,18
70,17_test.tif,0.742,0.885,0.639,0.963,80,6.5,0.3,16
71,17_test.tif,0.598,0.963,0.434,0.951,80,6.5,0.7,12
72,17_test.tif,0.54,0.972,0.374,0.946,60,6.5,0.5,10
73,17_test.tif,0.608,0.958,0.445,0.952,80,9.5,0.1,12
74,17_test.tif,0.747,0.881,0.648,0.963,80,6.0,0.1,12
75,17_test.tif,0.638,0.949,0.481,0.954,80,9.5,0.1,18
76,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.5,14
77,17_test.tif,0.724,0.906,0.603,0.961,60,6.0,0.3,12
78,17_test.tif,0.656,0.942,0.503,0.955,60,8.0,0.3,20
79,17_test.tif,0.761,0.836,0.699,0.963,80,6.5,0.1,18
80,17_test.tif,0.484,0.978,0.321,0.942,60,9.5,0.5,18
81,17_test.tif,0.499,0.977,0.335,0.943,60,7.0,0.5,10
82,17_test.tif,0.657,0.94,0.505,0.955,60,7.0,0.1,10
83,17_test.tif,0.494,0.978,0.33,0.943,60,7.5,0.9,18
84,17_test.tif,0.636,0.52,0.82,0.921,60,6.5,0.5,24
85,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.5,12
86,17_test.tif,0.757,0.856,0.679,0.963,80,6.5,0.3,18
87,17_test.tif,0.593,0.964,0.428,0.95,80,7.0,0.7,14
88,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.7,16
89,17_test.tif,0.714,0.914,0.586,0.96,80,8.0,0.1,20
90,17_test.tif,0.67,0.936,0.522,0.957,80,7.5,0.1,12
91,17_test.tif,0.747,0.873,0.653,0.963,60,7.5,0.1,24
92,17_test.tif,0.586,0.965,0.42,0.95,80,8.5,0.3,12
93,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,16
94,17_test.tif,0.57,0.966,0.405,0.949,60,8.0,0.5,20
95,17_test.tif,0.58,0.965,0.414,0.949,80,9.0,0.3,12
96,17_test.tif,0.278,0.164,0.909,0.601,80,6.0,0.9,22
97,17_test.tif,0.585,0.965,0.42,0.95,80,8.5,0.5,18
98,17_test.tif,0.703,0.921,0.568,0.959,80,8.5,0.1,22
99,17_test.tif,0.587,0.965,0.422,0.95,80,9.5,0.3,18
100,17_test.tif,0.596,0.908,0.444,0.949,80,7.0,0.9,18
101,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.5,10
102,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.5,12
103,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.9,12
104,17_test.tif,0.716,0.913,0.589,0.961,60,6.0,0.1,10
105,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.7,20
106,17_test.tif,0.706,0.866,0.596,0.958,80,7.0,0.7,22
107,17_test.tif,0.504,0.977,0.34,0.944,60,9.5,0.3,18
108,17_test.tif,0.602,0.952,0.441,0.951,60,7.5,0.7,22
109,17_test.tif,0.688,0.925,0.547,0.958,60,6.0,0.5,12
110,17_test.tif,0.584,0.942,0.423,0.949,80,7.0,0.9,16
111,17_test.tif,0.745,0.882,0.645,0.963,80,7.0,0.1,18
112,17_test.tif,0.586,0.938,0.426,0.949,80,7.5,0.9,20
113,17_test.tif,0.552,0.97,0.386,0.947,60,9.5,0.3,24
114,17_test.tif,0.68,0.932,0.535,0.957,60,9.0,0.1,24
115,17_test.tif,0.654,0.938,0.503,0.955,80,6.0,0.7,12
116,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.5,10
117,17_test.tif,0.602,0.958,0.439,0.951,60,8.0,0.5,22
118,17_test.tif,0.578,0.965,0.413,0.949,80,7.5,0.9,16
119,17_test.tif,0.597,0.957,0.434,0.951,60,8.0,0.3,16
120,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,20
121,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.5,14
122,17_test.tif,0.739,0.888,0.633,0.962,60,7.0,0.3,20
123,17_test.tif,0.649,0.943,0.495,0.955,60,8.5,0.1,16
124,17_test.tif,0.584,0.965,0.419,0.95,80,7.5,0.5,12
125,17_test.tif,0.631,0.947,0.473,0.953,60,8.0,0.1,12
126,17_test.tif,0.618,0.955,0.457,0.952,80,8.5,0.1,10
127,17_test.tif,0.714,0.655,0.785,0.947,80,6.0,0.5,18
128,17_test.tif,0.622,0.95,0.462,0.953,60,9.0,0.1,16
129,17_test.tif,0.64,0.951,0.483,0.954,80,7.5,0.5,18
130,17_test.tif,0.72,0.908,0.597,0.961,60,7.0,0.3,18
131,17_test.tif,0.488,0.978,0.325,0.942,60,9.0,0.7,24
132,17_test.tif,0.623,0.873,0.484,0.951,80,7.0,0.9,20
133,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,20
134,17_test.tif,0.577,0.965,0.411,0.949,80,7.5,0.9,14
135,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,12
136,17_test.tif,0.729,0.903,0.611,0.962,80,7.0,0.3,18
137,17_test.tif,0.628,0.952,0.469,0.953,80,9.5,0.1,16
138,17_test.tif,0.681,0.934,0.536,0.958,80,7.0,0.3,14
139,17_test.tif,0.636,0.951,0.478,0.954,80,8.5,0.3,20
140,17_test.tif,0.614,0.732,0.528,0.944,60,6.5,0.9,18
141,17_test.tif,0.675,0.931,0.529,0.957,60,7.5,0.5,22
142,17_test.tif,0.669,0.555,0.841,0.93,60,6.0,0.1,20
143,17_test.tif,0.577,0.965,0.412,0.949,80,7.5,0.7,12
144,17_test.tif,0.577,0.965,0.411,0.949,80,7.5,0.7,10
145,17_test.tif,0.743,0.884,0.641,0.963,80,7.0,0.3,20
146,17_test.tif,0.665,0.942,0.514,0.956,80,7.0,0.5,16
147,17_test.tif,0.744,0.887,0.641,0.963,60,6.0,0.1,12
148,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.7,18
149,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.9,16
150,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,20
151,17_test.tif,0.577,0.965,0.412,0.949,80,9.5,0.5,18
152,17_test.tif,0.573,0.963,0.408,0.949,60,7.0,0.3,10
153,17_test.tif,0.554,0.425,0.795,0.892,80,6.0,0.7,18
154,17_test.tif,0.487,0.978,0.324,0.942,60,8.5,0.9,24
155,17_test.tif,0.646,0.948,0.49,0.955,80,6.0,0.5,10
156,17_test.tif,0.727,0.905,0.608,0.961,80,7.5,0.3,22
157,17_test.tif,0.696,0.924,0.558,0.959,80,7.0,0.5,18
158,17_test.tif,0.585,0.965,0.419,0.95,80,7.0,0.5,10
159,17_test.tif,0.648,0.944,0.494,0.955,80,7.0,0.7,18
160,17_test.tif,0.413,0.266,0.916,0.78,80,6.0,0.3,22
161,17_test.tif,0.582,0.965,0.416,0.949,80,6.5,0.7,10
162,17_test.tif,0.58,0.965,0.414,0.949,80,7.0,0.9,14
163,17_test.tif,0.579,0.965,0.413,0.949,80,8.0,0.9,20
164,17_test.tif,0.697,0.924,0.559,0.959,80,6.5,0.1,10
165,17_test.tif,0.686,0.929,0.544,0.958,60,6.5,0.1,10
166,17_test.tif,0.71,0.917,0.579,0.96,80,7.5,0.3,20
167,17_test.tif,0.634,0.947,0.476,0.954,60,8.0,0.5,24
168,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,12
169,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.5,10
170,17_test.tif,0.682,0.93,0.538,0.958,60,6.0,0.3,10
171,17_test.tif,0.555,0.967,0.389,0.947,60,7.0,0.7,16
172,17_test.tif,0.641,0.95,0.484,0.954,80,6.5,0.5,12
173,17_test.tif,0.549,0.966,0.384,0.947,60,9.5,0.1,12
174,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,10
175,17_test.tif,0.702,0.92,0.568,0.959,60,8.5,0.1,24
176,17_test.tif,0.619,0.954,0.458,0.952,80,9.0,0.1,12
177,17_test.tif,0.487,0.978,0.324,0.942,60,8.0,0.7,16
178,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.7,12
179,17_test.tif,0.604,0.963,0.44,0.951,80,8.5,0.5,22
180,17_test.tif,0.676,0.933,0.531,0.957,60,8.0,0.3,22
181,17_test.tif,0.7,0.856,0.592,0.957,60,6.5,0.7,18
182,17_test.tif,0.753,0.869,0.664,0.963,60,6.0,0.3,14
183,17_test.tif,0.625,0.95,0.465,0.953,60,7.0,0.3,12
184,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.5,12
185,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,18
186,17_test.tif,0.713,0.915,0.584,0.96,60,6.5,0.3,14
187,17_test.tif,0.298,0.178,0.922,0.634,80,6.0,0.7,22
188,17_test.tif,0.634,0.952,0.476,0.954,80,9.0,0.3,24
189,17_test.tif,0.629,0.949,0.47,0.953,60,8.5,0.3,22
190,17_test.tif,0.598,0.963,0.434,0.951,80,8.0,0.7,22
191,17_test.tif,0.576,0.963,0.411,0.949,60,8.5,0.3,18
192,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.3,10
193,17_test.tif,0.579,0.565,0.595,0.927,60,7.0,0.9,24
194,17_test.tif,0.691,0.927,0.551,0.958,80,9.0,0.1,24
195,17_test.tif,0.485,0.978,0.322,0.942,60,9.0,0.7,22
196,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,22
197,17_test.tif,0.584,0.942,0.424,0.949,80,8.0,0.9,24
198,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,12
199,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,22
200,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,18
201,17_test.tif,0.645,0.946,0.489,0.955,80,7.5,0.7,22
202,17_test.tif,0.64,0.952,0.482,0.954,80,8.0,0.5,22
203,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,10
204,17_test.tif,0.571,0.964,0.406,0.949,60,7.5,0.3,12
205,17_test.tif,0.586,0.965,0.42,0.95,80,8.0,0.3,10
206,17_test.tif,0.386,0.247,0.878,0.764,80,6.0,0.7,20
207,17_test.tif,0.691,0.929,0.55,0.958,80,8.0,0.3,22
208,17_test.tif,0.532,0.448,0.653,0.903,60,6.0,0.9,16
209,17_test.tif,0.602,0.963,0.438,0.951,80,7.0,0.5,12
210,17_test.tif,0.582,0.965,0.417,0.95,80,8.5,0.7,22
211,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.7,10
212,17_test.tif,0.484,0.978,0.321,0.942,60,7.0,0.7,10
213,17_test.tif,0.669,0.94,0.519,0.957,80,7.5,0.5,20
214,17_test.tif,0.586,0.965,0.421,0.95,80,7.5,0.7,16
215,17_test.tif,0.479,0.336,0.833,0.847,80,6.5,0.7,24
216,17_test.tif,0.723,0.653,0.809,0.948,80,6.5,0.1,24
217,17_test.tif,0.732,0.901,0.617,0.962,60,7.5,0.1,20
218,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,18
219,17_test.tif,0.722,0.775,0.675,0.956,60,6.5,0.7,20
220,17_test.tif,0.631,0.951,0.472,0.953,80,9.0,0.1,14
221,17_test.tif,0.701,0.921,0.567,0.959,80,6.0,0.5,12
222,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,14
223,17_test.tif,0.616,0.96,0.454,0.952,80,7.5,0.5,16
224,17_test.tif,0.484,0.978,0.322,0.942,60,8.5,0.7,18
225,17_test.tif,0.601,0.957,0.438,0.951,60,9.0,0.3,24
226,17_test.tif,0.515,0.976,0.35,0.944,60,9.0,0.5,24
227,17_test.tif,0.65,0.945,0.495,0.955,80,6.5,0.3,10
228,17_test.tif,0.622,0.957,0.461,0.953,80,9.0,0.3,22
229,17_test.tif,0.724,0.906,0.602,0.961,80,6.0,0.1,10
230,17_test.tif,0.65,0.943,0.495,0.955,60,7.5,0.3,16
231,17_test.tif,0.607,0.958,0.444,0.951,80,9.0,0.1,10
232,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,22
233,17_test.tif,0.537,0.972,0.371,0.946,60,8.5,0.5,22
234,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.9,14
235,17_test.tif,0.762,0.818,0.714,0.962,60,7.0,0.1,24
236,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.9,14
237,17_test.tif,0.621,0.876,0.481,0.95,80,6.5,0.9,16
238,17_test.tif,0.754,0.862,0.669,0.963,80,7.0,0.1,20
239,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.9,12
240,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.7,12
241,17_test.tif,0.577,0.965,0.411,0.949,80,7.5,0.9,12
242,17_test.tif,0.733,0.897,0.62,0.962,80,8.0,0.1,24
243,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.9,12
244,17_test.tif,0.483,0.978,0.321,0.942,60,7.5,0.9,12
245,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.7,14
246,17_test.tif,0.754,0.867,0.667,0.963,60,7.0,0.3,22
247,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.9,10
248,17_test.tif,0.743,0.709,0.781,0.954,60,6.0,0.1,18
249,17_test.tif,0.595,0.91,0.442,0.949,80,7.5,0.9,22
250,17_test.tif,0.74,0.727,0.755,0.955,60,6.5,0.5,22
251,17_test.tif,0.602,0.955,0.439,0.951,60,8.5,0.1,12
252,17_test.tif,0.721,0.906,0.599,0.961,80,6.5,0.5,16
253,17_test.tif,0.722,0.904,0.601,0.961,80,7.0,0.5,20
254,17_test.tif,0.662,0.94,0.511,0.956,80,8.5,0.1,16
255,17_test.tif,0.614,0.958,0.452,0.952,80,8.0,0.3,14
256,17_test.tif,0.428,0.294,0.782,0.823,60,6.0,0.9,18
257,17_test.tif,0.741,0.878,0.641,0.962,80,7.0,0.5,22
258,17_test.tif,0.658,0.94,0.506,0.956,60,7.5,0.1,12
259,17_test.tif,0.258,0.15,0.93,0.549,60,6.0,0.9,24
260,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.5,10
261,17_test.tif,0.488,0.978,0.326,0.942,60,8.5,0.7,20
262,17_test.tif,0.577,0.965,0.412,0.949,80,8.0,0.9,18
263,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,24
264,17_test.tif,0.754,0.742,0.767,0.958,80,6.5,0.1,22
265,17_test.tif,0.58,0.965,0.415,0.949,80,7.5,0.7,14
266,17_test.tif,0.601,0.963,0.436,0.951,80,6.0,0.7,10
267,17_test.tif,0.579,0.965,0.414,0.949,80,9.0,0.5,18
268,17_test.tif,0.524,0.975,0.358,0.945,60,7.5,0.5,14
269,17_test.tif,0.484,0.978,0.322,0.942,60,8.5,0.9,22
270,17_test.tif,0.716,0.913,0.589,0.961,60,7.5,0.1,18
271,17_test.tif,0.582,0.965,0.417,0.95,80,9.0,0.5,20
272,17_test.tif,0.615,0.959,0.452,0.952,80,7.0,0.7,16
273,17_test.tif,0.598,0.963,0.433,0.951,80,8.0,0.3,12
274,17_test.tif,0.577,0.965,0.412,0.949,80,9.0,0.3,10
275,17_test.tif,0.628,0.949,0.47,0.953,60,6.5,0.3,10
276,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,16
277,17_test.tif,0.68,0.909,0.543,0.957,80,6.5,0.7,16
278,17_test.tif,0.486,0.978,0.323,0.942,60,9.5,0.5,20
279,17_test.tif,0.55,0.968,0.384,0.947,60,8.0,0.7,24
280,17_test.tif,0.748,0.841,0.673,0.962,60,7.0,0.5,24
281,17_test.tif,0.75,0.868,0.66,0.963,60,6.5,0.1,16
282,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.7,14
283,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.5,12
284,17_test.tif,0.648,0.944,0.493,0.955,80,9.5,0.1,20
285,17_test.tif,0.76,0.842,0.693,0.963,80,7.0,0.1,22
286,17_test.tif,0.669,0.938,0.52,0.957,80,9.5,0.1,24
287,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.9,14
288,17_test.tif,0.471,0.342,0.758,0.857,80,6.5,0.9,22
289,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.7,16
290,17_test.tif,0.577,0.965,0.412,0.949,80,9.5,0.3,12
291,17_test.tif,0.483,0.978,0.321,0.942,60,7.0,0.9,12
292,17_test.tif,0.64,0.923,0.49,0.953,60,7.5,0.7,24
293,17_test.tif,0.74,0.703,0.781,0.954,80,6.0,0.3,18
294,17_test.tif,0.501,0.977,0.337,0.943,60,8.5,0.3,12
295,17_test.tif,0.582,0.964,0.417,0.949,80,7.5,0.9,18
296,17_test.tif,0.582,0.965,0.417,0.949,80,9.5,0.5,24
297,17_test.tif,0.6,0.963,0.436,0.951,80,9.0,0.3,18
298,17_test.tif,0.59,0.92,0.434,0.949,80,6.5,0.9,14
299,17_test.tif,0.677,0.933,0.531,0.957,80,8.5,0.1,18
300,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.5,10
301,17_test.tif,0.589,0.965,0.424,0.95,80,8.0,0.7,20
302,17_test.tif,0.486,0.978,0.323,0.942,60,8.5,0.5,14
303,17_test.tif,0.581,0.965,0.416,0.949,80,8.5,0.5,16
304,17_test.tif,0.694,0.926,0.555,0.959,80,6.0,0.3,10
305,17_test.tif,0.691,0.927,0.551,0.958,60,8.0,0.1,18
306,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.5,10
307,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.7,14
308,17_test.tif,0.642,0.948,0.485,0.954,80,7.5,0.3,14
309,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,24
310,17_test.tif,0.325,0.2,0.871,0.694,80,6.0,0.9,20
311,17_test.tif,0.577,0.965,0.412,0.949,80,9.0,0.5,16
312,17_test.tif,0.555,0.476,0.666,0.91,80,6.5,0.9,20
313,17_test.tif,0.742,0.705,0.784,0.954,80,6.0,0.1,18
314,17_test.tif,0.501,0.977,0.337,0.943,60,8.0,0.3,10
315,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,20
316,17_test.tif,0.58,0.965,0.414,0.949,80,8.5,0.3,10
317,17_test.tif,0.729,0.902,0.612,0.962,60,7.0,0.1,16
318,17_test.tif,0.741,0.871,0.645,0.962,60,6.5,0.5,18
319,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.7,10
320,17_test.tif,0.488,0.978,0.325,0.942,60,9.5,0.3,14
321,17_test.tif,0.578,0.965,0.412,0.949,80,9.0,0.7,22
322,17_test.tif,0.715,0.641,0.809,0.946,60,6.5,0.3,24
323,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,14
324,17_test.tif,0.695,0.924,0.557,0.959,60,8.0,0.3,24
325,17_test.tif,0.496,0.977,0.332,0.943,60,8.0,0.5,14
326,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.5,12
327,17_test.tif,0.617,0.96,0.454,0.952,80,8.5,0.5,24
328,17_test.tif,0.717,0.911,0.591,0.961,80,7.0,0.1,14
329,17_test.tif,0.526,0.973,0.36,0.945,60,8.0,0.7,22
330,17_test.tif,0.752,0.802,0.708,0.961,80,6.0,0.5,16
331,17_test.tif,0.484,0.978,0.321,0.942,60,7.5,0.7,12
332,17_test.tif,0.338,0.207,0.922,0.695,60,6.0,0.5,22
333,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.7,14
334,17_test.tif,0.584,0.965,0.419,0.95,80,9.0,0.3,14
335,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.7,18
336,17_test.tif,0.648,0.944,0.493,0.955,80,8.0,0.1,12
337,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,24
338,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.5,10
339,17_test.tif,0.682,0.931,0.538,0.958,60,7.5,0.1,14
340,17_test.tif,0.724,0.759,0.692,0.955,80,6.0,0.7,16
341,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,14
342,17_test.tif,0.38,0.247,0.828,0.772,80,6.5,0.9,24
343,17_test.tif,0.682,0.907,0.546,0.957,80,7.0,0.7,20
344,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.9,10
345,17_test.tif,0.577,0.965,0.412,0.949,80,8.5,0.7,18
346,17_test.tif,0.338,0.207,0.922,0.695,80,6.0,0.5,22
347,17_test.tif,0.489,0.978,0.326,0.942,60,9.5,0.5,22
348,17_test.tif,0.63,0.95,0.472,0.953,80,8.0,0.1,10
349,17_test.tif,0.577,0.963,0.412,0.949,60,9.0,0.3,22
350,17_test.tif,0.668,0.554,0.841,0.929,80,6.0,0.1,20
351,17_test.tif,0.578,0.965,0.412,0.949,80,8.5,0.5,14
352,17_test.tif,0.714,0.914,0.586,0.96,60,6.5,0.1,12
353,17_test.tif,0.692,0.87,0.574,0.957,60,6.0,0.7,14
354,17_test.tif,0.61,0.961,0.447,0.952,80,9.5,0.3,24
355,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.7,10
356,17_test.tif,0.69,0.929,0.549,0.958,80,6.5,0.3,12
357,17_test.tif,0.259,0.15,0.933,0.549,80,6.0,0.9,24
358,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.7,10
359,17_test.tif,0.697,0.924,0.559,0.959,80,7.0,0.1,12
360,17_test.tif,0.658,0.941,0.506,0.956,80,9.5,0.1,22
361,17_test.tif,0.636,0.952,0.478,0.954,80,6.5,0.7,14
362,17_test.tif,0.488,0.339,0.871,0.846,80,6.0,0.5,20
363,17_test.tif,0.64,0.946,0.483,0.954,60,7.0,0.5,16
364,17_test.tif,0.762,0.811,0.719,0.962,60,6.0,0.3,16
365,17_test.tif,0.493,0.978,0.33,0.943,60,9.5,0.5,24
366,17_test.tif,0.527,0.907,0.371,0.944,60,7.0,0.9,18
367,17_test.tif,0.724,0.906,0.603,0.961,80,8.0,0.1,22
368,17_test.tif,0.598,0.963,0.434,0.951,80,7.5,0.7,18
369,17_test.tif,0.598,0.963,0.434,0.951,80,7.5,0.3,10
370,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.9,14
371,17_test.tif,0.668,0.935,0.52,0.956,60,6.5,0.5,14
372,17_test.tif,0.57,0.869,0.424,0.946,60,7.0,0.9,20
373,17_test.tif,0.761,0.795,0.731,0.961,60,6.0,0.1,16
374,17_test.tif,0.625,0.529,0.762,0.923,80,6.5,0.7,22
375,17_test.tif,0.621,0.487,0.856,0.912,80,6.0,0.3,20
376,17_test.tif,0.596,0.964,0.431,0.951,80,7.5,0.5,14
