ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
377,17_test.tif,0.763,0.815,0.718,0.962,80,7.0,0.1,24
378,17_test.tif,0.579,0.965,0.414,0.949,80,9.0,0.7,24
379,17_test.tif,0.644,0.801,0.539,0.95,80,6.0,0.9,14
380,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.9,12
381,17_test.tif,0.667,0.936,0.519,0.956,60,9.0,0.1,22
382,17_test.tif,0.512,0.976,0.347,0.944,60,9.0,0.3,16
383,17_test.tif,0.593,0.957,0.43,0.95,60,9.5,0.1,16
384,17_test.tif,0.484,0.978,0.322,0.942,60,8.0,0.9,18
385,17_test.tif,0.582,0.964,0.417,0.949,80,6.0,0.9,10
386,17_test.tif,0.492,0.978,0.329,0.943,60,6.5,0.9,12
387,17_test.tif,0.506,0.976,0.342,0.944,60,8.0,0.9,24
388,17_test.tif,0.759,0.847,0.687,0.963,60,6.0,0.1,14
389,17_test.tif,0.645,0.944,0.49,0.954,60,7.5,0.5,20
390,17_test.tif,0.755,0.746,0.764,0.958,60,6.5,0.1,22
391,17_test.tif,0.681,0.928,0.537,0.957,60,7.0,0.5,18
392,17_test.tif,0.712,0.908,0.586,0.96,60,7.0,0.5,20
393,17_test.tif,0.669,0.94,0.519,0.957,80,8.5,0.3,24
394,17_test.tif,0.582,0.964,0.416,0.949,80,6.5,0.9,12
395,17_test.tif,0.693,0.927,0.553,0.959,80,7.5,0.5,22
396,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,16
397,17_test.tif,0.721,0.91,0.598,0.961,80,6.5,0.3,14
398,17_test.tif,0.579,0.965,0.413,0.949,80,8.0,0.7,16
399,17_test.tif,0.63,0.947,0.472,0.953,60,9.5,0.1,20
400,17_test.tif,0.487,0.978,0.324,0.942,60,8.0,0.5,12
401,17_test.tif,0.577,0.965,0.411,0.949,80,7.0,0.9,10
402,17_test.tif,0.749,0.811,0.696,0.961,60,6.5,0.5,20
403,17_test.tif,0.677,0.933,0.532,0.957,60,6.5,0.3,12
404,17_test.tif,0.59,0.965,0.425,0.95,80,9.0,0.3,16
405,17_test.tif,0.277,0.162,0.949,0.582,80,6.0,0.5,24
406,17_test.tif,0.759,0.845,0.689,0.963,60,7.0,0.1,22
407,17_test.tif,0.751,0.838,0.68,0.962,80,7.0,0.5,24
408,17_test.tif,0.538,0.972,0.372,0.946,60,8.0,0.5,18
409,17_test.tif,0.739,0.89,0.631,0.962,80,7.5,0.3,24
410,17_test.tif,0.487,0.978,0.324,0.942,60,8.0,0.9,20
411,17_test.tif,0.762,0.801,0.727,0.962,60,6.5,0.1,20
412,17_test.tif,0.485,0.978,0.322,0.942,60,9.0,0.5,16
413,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.7,12
414,17_test.tif,0.599,0.955,0.436,0.951,60,9.0,0.1,14
415,17_test.tif,0.714,0.657,0.782,0.947,60,6.0,0.5,18
416,17_test.tif,0.493,0.978,0.329,0.943,60,6.5,0.7,10
417,17_test.tif,0.678,0.932,0.533,0.957,60,7.5,0.3,18
418,17_test.tif,0.686,0.929,0.544,0.958,60,7.0,0.1,12
419,17_test.tif,0.598,0.962,0.433,0.951,80,9.5,0.1,10
420,17_test.tif,0.738,0.889,0.631,0.962,60,6.5,0.3,16
421,17_test.tif,0.724,0.657,0.806,0.948,60,6.5,0.1,24
422,17_test.tif,0.65,0.943,0.495,0.955,60,8.5,0.3,24
423,17_test.tif,0.582,0.964,0.417,0.949,80,8.0,0.9,22
424,17_test.tif,0.726,0.819,0.652,0.958,80,7.0,0.7,24
425,17_test.tif,0.753,0.864,0.667,0.963,80,6.5,0.1,16
426,17_test.tif,0.484,0.978,0.322,0.942,60,9.0,0.3,10
427,17_test.tif,0.489,0.978,0.326,0.943,60,9.0,0.3,12
428,17_test.tif,0.494,0.978,0.331,0.943,60,8.0,0.9,22
429,17_test.tif,0.712,0.855,0.611,0.958,80,6.5,0.7,18
430,17_test.tif,0.532,0.973,0.366,0.946,60,9.0,0.3,18
431,17_test.tif,0.586,0.965,0.421,0.95,80,9.0,0.5,22
432,17_test.tif,0.489,0.978,0.326,0.942,60,8.5,0.3,10
433,17_test.tif,0.583,0.965,0.418,0.95,80,8.0,0.5,14
434,17_test.tif,0.738,0.894,0.628,0.962,60,6.5,0.1,14
435,17_test.tif,0.7,0.922,0.564,0.959,60,7.5,0.3,20
436,17_test.tif,0.548,0.97,0.382,0.947,60,8.5,0.3,16
437,17_test.tif,0.719,0.76,0.682,0.955,60,6.0,0.7,16
438,17_test.tif,0.483,0.978,0.321,0.942,60,7.5,0.7,10
439,17_test.tif,0.516,0.976,0.351,0.944,60,9.5,0.3,20
440,17_test.tif,0.493,0.978,0.33,0.943,60,6.0,0.9,10
441,17_test.tif,0.521,0.975,0.355,0.945,60,8.5,0.3,14
442,17_test.tif,0.569,0.961,0.405,0.948,60,8.5,0.1,10
443,17_test.tif,0.712,0.91,0.584,0.96,60,6.5,0.5,16
444,17_test.tif,0.598,0.955,0.436,0.951,60,8.0,0.1,10
445,17_test.tif,0.608,0.961,0.444,0.952,80,8.5,0.3,16
446,17_test.tif,0.505,0.976,0.341,0.944,60,7.0,0.9,16
447,17_test.tif,0.593,0.964,0.428,0.95,80,9.5,0.3,20
448,17_test.tif,0.568,0.873,0.421,0.946,60,6.5,0.9,16
449,17_test.tif,0.484,0.978,0.322,0.942,60,9.5,0.3,12
450,17_test.tif,0.562,0.965,0.396,0.948,60,8.0,0.3,14
451,17_test.tif,0.577,0.965,0.411,0.949,80,6.5,0.9,10
452,17_test.tif,0.501,0.977,0.337,0.943,60,8.5,0.5,18
453,17_test.tif,0.743,0.888,0.638,0.963,60,7.0,0.1,18
454,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,18
455,17_test.tif,0.49,0.978,0.327,0.943,60,7.5,0.7,14
456,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.9,16
457,17_test.tif,0.607,0.795,0.491,0.946,60,6.0,0.9,14
458,17_test.tif,0.707,0.917,0.575,0.96,60,7.0,0.1,14
459,17_test.tif,0.577,0.965,0.412,0.949,80,7.0,0.7,10
460,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,16
461,17_test.tif,0.755,0.863,0.672,0.963,80,7.0,0.3,22
462,17_test.tif,0.718,0.821,0.637,0.958,60,7.0,0.7,24
463,17_test.tif,0.741,0.706,0.779,0.954,60,6.0,0.3,18
464,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.9,16
465,17_test.tif,0.621,0.528,0.753,0.922,60,6.5,0.7,22
466,17_test.tif,0.563,0.968,0.396,0.948,60,8.5,0.5,24
467,17_test.tif,0.618,0.955,0.457,0.952,80,9.5,0.1,14
468,17_test.tif,0.685,0.93,0.543,0.958,80,8.0,0.1,16
469,17_test.tif,0.647,0.945,0.492,0.955,80,7.5,0.1,10
470,17_test.tif,0.761,0.836,0.699,0.963,80,7.0,0.3,24
471,17_test.tif,0.542,0.468,0.642,0.908,60,6.5,0.9,20
472,17_test.tif,0.503,0.977,0.338,0.943,60,7.5,0.7,16
473,17_test.tif,0.544,0.456,0.675,0.904,80,6.0,0.9,16
474,17_test.tif,0.601,0.963,0.437,0.951,80,9.5,0.3,22
475,17_test.tif,0.581,0.965,0.416,0.949,80,7.0,0.7,12
476,17_test.tif,0.556,0.884,0.405,0.945,60,7.5,0.9,24
477,17_test.tif,0.706,0.919,0.573,0.96,80,8.0,0.3,24
478,17_test.tif,0.702,0.922,0.566,0.959,80,8.0,0.1,18
479,17_test.tif,0.751,0.865,0.664,0.963,60,7.0,0.1,20
480,17_test.tif,0.605,0.956,0.442,0.951,60,7.5,0.5,18
481,17_test.tif,0.647,0.945,0.492,0.955,80,8.5,0.1,14
482,17_test.tif,0.498,0.977,0.334,0.943,60,9.0,0.3,14
483,17_test.tif,0.75,0.805,0.701,0.96,60,6.0,0.5,16
484,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.7,14
485,17_test.tif,0.668,0.937,0.519,0.956,80,9.0,0.1,20
486,17_test.tif,0.619,0.956,0.458,0.952,80,7.0,0.3,10
487,17_test.tif,0.762,0.791,0.735,0.961,80,6.0,0.1,16
488,17_test.tif,0.716,0.912,0.589,0.961,60,8.0,0.1,22
489,17_test.tif,0.526,0.974,0.361,0.945,60,6.5,0.7,12
490,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,24
491,17_test.tif,0.579,0.965,0.414,0.949,80,9.5,0.5,22
492,17_test.tif,0.499,0.977,0.335,0.943,60,7.5,0.5,12
493,17_test.tif,0.656,0.941,0.504,0.955,60,9.5,0.1,24
494,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.9,20
495,17_test.tif,0.604,0.962,0.44,0.951,80,6.5,0.5,10
496,17_test.tif,0.642,0.74,0.567,0.947,80,6.5,0.9,18
497,17_test.tif,0.483,0.978,0.321,0.942,60,8.0,0.9,10
498,17_test.tif,0.432,0.297,0.793,0.824,80,6.0,0.9,18
499,17_test.tif,0.489,0.978,0.326,0.942,60,7.0,0.9,14
500,17_test.tif,0.632,0.952,0.473,0.954,80,8.0,0.3,16
501,17_test.tif,0.673,0.938,0.524,0.957,80,8.0,0.3,20
502,17_test.tif,0.656,0.941,0.503,0.955,60,9.0,0.1,20
503,17_test.tif,0.629,0.948,0.47,0.953,60,7.5,0.1,10
504,17_test.tif,0.667,0.94,0.517,0.956,80,7.5,0.3,16
505,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,16
506,17_test.tif,0.665,0.937,0.515,0.956,60,8.5,0.1,18
507,17_test.tif,0.736,0.882,0.632,0.962,60,7.0,0.5,22
508,17_test.tif,0.699,0.922,0.562,0.959,60,7.5,0.1,16
509,17_test.tif,0.505,0.977,0.34,0.944,60,8.5,0.7,24
510,17_test.tif,0.591,0.959,0.427,0.95,60,6.5,0.7,14
511,17_test.tif,0.532,0.973,0.366,0.946,60,6.0,0.7,10
512,17_test.tif,0.578,0.965,0.413,0.949,80,7.5,0.5,10
513,17_test.tif,0.614,0.887,0.469,0.95,80,7.5,0.9,24
514,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,10
515,17_test.tif,0.613,0.785,0.503,0.946,60,7.0,0.9,22
516,17_test.tif,0.697,0.923,0.56,0.959,60,7.0,0.3,16
517,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,14
518,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.5,10
519,17_test.tif,0.759,0.844,0.69,0.963,80,6.0,0.1,14
520,17_test.tif,0.494,0.978,0.33,0.943,60,8.0,0.7,18
521,17_test.tif,0.515,0.361,0.899,0.857,60,6.0,0.1,22
522,17_test.tif,0.763,0.808,0.723,0.962,80,6.0,0.3,16
523,17_test.tif,0.619,0.958,0.457,0.952,80,7.5,0.7,20
524,17_test.tif,0.508,0.977,0.343,0.944,60,8.0,0.7,20
525,17_test.tif,0.577,0.965,0.411,0.949,80,8.0,0.7,14
526,17_test.tif,0.68,0.933,0.535,0.957,80,9.0,0.1,22
527,17_test.tif,0.735,0.894,0.623,0.962,60,7.5,0.3,24
528,17_test.tif,0.385,0.247,0.875,0.764,60,6.0,0.7,20
529,17_test.tif,0.589,0.962,0.424,0.95,60,7.0,0.5,14
530,17_test.tif,0.629,0.949,0.47,0.953,60,8.0,0.3,18
531,17_test.tif,0.605,0.955,0.442,0.951,60,8.5,0.3,20
532,17_test.tif,0.526,0.974,0.361,0.945,60,7.5,0.7,18
533,17_test.tif,0.599,0.906,0.447,0.949,80,6.0,0.9,12
534,17_test.tif,0.492,0.978,0.329,0.943,60,7.0,0.7,12
535,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,14
536,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,10
537,17_test.tif,0.563,0.967,0.397,0.948,60,7.5,0.5,16
538,17_test.tif,0.762,0.815,0.716,0.962,60,6.5,0.3,20
539,17_test.tif,0.608,0.95,0.447,0.951,60,7.0,0.7,18
540,17_test.tif,0.527,0.974,0.361,0.945,60,8.0,0.3,12
541,17_test.tif,0.513,0.976,0.348,0.944,60,8.0,0.5,16
542,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.9,20
543,17_test.tif,0.483,0.978,0.321,0.942,60,7.0,0.9,10
544,17_test.tif,0.488,0.978,0.325,0.942,60,9.0,0.5,18
545,17_test.tif,0.745,0.884,0.644,0.963,80,7.5,0.1,22
546,17_test.tif,0.618,0.957,0.457,0.952,80,7.5,0.3,12
547,17_test.tif,0.323,0.199,0.865,0.694,60,6.0,0.9,20
548,17_test.tif,0.662,0.943,0.511,0.956,80,8.0,0.5,24
549,17_test.tif,0.265,0.154,0.941,0.559,60,6.0,0.7,24
550,17_test.tif,0.478,0.336,0.828,0.847,60,6.5,0.7,24
551,17_test.tif,0.703,0.92,0.57,0.959,60,8.0,0.1,20
552,17_test.tif,0.655,0.911,0.511,0.955,60,6.5,0.7,16
553,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.7,10
554,17_test.tif,0.669,0.937,0.52,0.957,80,7.0,0.1,10
555,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.7,10
556,17_test.tif,0.74,0.724,0.758,0.955,80,6.5,0.5,22
557,17_test.tif,0.637,0.519,0.823,0.921,80,6.5,0.5,24
558,17_test.tif,0.555,0.968,0.389,0.947,60,9.0,0.3,20
559,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.7,12
560,17_test.tif,0.755,0.752,0.759,0.959,60,6.5,0.3,22
561,17_test.tif,0.577,0.965,0.411,0.949,80,9.0,0.7,12
562,17_test.tif,0.302,0.18,0.949,0.63,60,6.0,0.3,24
563,17_test.tif,0.58,0.965,0.414,0.949,80,8.5,0.7,20
564,17_test.tif,0.527,0.973,0.362,0.945,60,7.5,0.3,10
565,17_test.tif,0.691,0.928,0.551,0.958,80,7.5,0.3,18
566,17_test.tif,0.741,0.88,0.639,0.962,80,6.0,0.5,14
567,17_test.tif,0.63,0.955,0.47,0.953,80,7.0,0.5,14
568,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.3,10
569,17_test.tif,0.668,0.937,0.519,0.956,80,8.0,0.1,14
570,17_test.tif,0.756,0.86,0.674,0.963,60,6.5,0.3,18
571,17_test.tif,0.658,0.909,0.515,0.955,60,7.0,0.7,20
572,17_test.tif,0.483,0.978,0.321,0.942,60,7.5,0.9,14
573,17_test.tif,0.502,0.977,0.338,0.943,60,9.0,0.5,22
574,17_test.tif,0.727,0.774,0.685,0.957,80,6.5,0.7,20
575,17_test.tif,0.629,0.948,0.471,0.953,60,8.5,0.1,14
576,17_test.tif,0.615,0.952,0.454,0.952,60,7.5,0.3,14
577,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.9,12
578,17_test.tif,0.298,0.178,0.921,0.634,60,6.0,0.7,22
579,17_test.tif,0.488,0.34,0.868,0.846,60,6.0,0.5,20
580,17_test.tif,0.754,0.865,0.669,0.963,80,6.0,0.3,14
581,17_test.tif,0.277,0.162,0.948,0.582,60,6.0,0.5,24
582,17_test.tif,0.667,0.938,0.517,0.956,60,7.0,0.3,14
583,17_test.tif,0.713,0.912,0.586,0.96,80,7.5,0.5,24
584,17_test.tif,0.731,0.901,0.616,0.962,80,6.0,0.3,12
585,17_test.tif,0.655,0.941,0.502,0.955,80,9.0,0.1,18
586,17_test.tif,0.693,0.926,0.553,0.959,80,7.5,0.1,14
587,17_test.tif,0.611,0.96,0.448,0.952,80,9.0,0.3,20
588,17_test.tif,0.648,0.946,0.493,0.955,80,7.0,0.3,12
589,17_test.tif,0.492,0.978,0.328,0.943,60,8.5,0.5,16
590,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.5,14
591,17_test.tif,0.733,0.898,0.62,0.962,80,7.0,0.1,16
592,17_test.tif,0.67,0.921,0.527,0.956,80,7.5,0.7,24
593,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.7,12
594,17_test.tif,0.701,0.916,0.568,0.959,60,7.5,0.5,24
595,17_test.tif,0.751,0.807,0.702,0.961,80,6.5,0.5,20
596,17_test.tif,0.724,0.906,0.603,0.961,80,7.5,0.1,18
597,17_test.tif,0.587,0.965,0.422,0.95,80,8.5,0.7,24
598,17_test.tif,0.692,0.926,0.552,0.958,60,8.5,0.1,22
599,17_test.tif,0.577,0.965,0.411,0.949,80,7.0,0.9,12
600,17_test.tif,0.608,0.955,0.446,0.951,60,6.5,0.5,12
601,17_test.tif,0.535,0.972,0.369,0.946,60,7.0,0.5,12
602,17_test.tif,0.359,0.222,0.945,0.716,60,6.0,0.1,24
603,17_test.tif,0.494,0.978,0.331,0.943,60,9.0,0.5,20
604,17_test.tif,0.494,0.978,0.331,0.943,60,8.5,0.7,22
605,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.7,16
606,17_test.tif,0.68,0.932,0.535,0.957,60,8.5,0.1,20
607,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.7,12
608,17_test.tif,0.302,0.18,0.95,0.63,80,6.0,0.3,24
609,17_test.tif,0.483,0.978,0.321,0.942,60,9.5,0.9,10
610,17_test.tif,0.483,0.978,0.321,0.942,60,8.5,0.9,18
611,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.9,24
612,17_test.tif,0.583,0.965,0.417,0.95,80,9.5,0.3,16
613,17_test.tif,0.577,0.965,0.411,0.949,80,8.5,0.9,18
614,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.5,12
615,17_test.tif,0.573,0.961,0.408,0.949,60,9.0,0.1,12
616,17_test.tif,0.741,0.889,0.636,0.963,80,6.5,0.1,14
617,17_test.tif,0.736,0.883,0.631,0.962,60,6.0,0.5,14
618,17_test.tif,0.577,0.965,0.411,0.949,80,9.5,0.7,24
619,17_test.tif,0.533,0.973,0.367,0.946,60,9.5,0.3,22
620,17_test.tif,0.515,0.361,0.899,0.857,80,6.0,0.1,22
621,17_test.tif,0.495,0.978,0.332,0.943,60,9.5,0.3,16
622,17_test.tif,0.751,0.869,0.661,0.963,80,7.5,0.1,24
623,17_test.tif,0.76,0.839,0.695,0.963,60,6.5,0.1,18
624,17_test.tif,0.644,0.944,0.489,0.954,60,9.5,0.1,22
625,17_test.tif,0.763,0.812,0.72,0.962,80,6.5,0.3,20
626,17_test.tif,0.412,0.266,0.915,0.78,60,6.0,0.3,22
627,17_test.tif,0.483,0.978,0.321,0.942,60,9.0,0.7,20
628,17_test.tif,0.745,0.868,0.652,0.962,80,6.5,0.5,18
629,17_test.tif,0.742,0.89,0.637,0.963,60,7.5,0.1,22
630,17_test.tif,0.613,0.953,0.452,0.952,60,9.5,0.1,18
631,17_test.tif,0.755,0.748,0.761,0.958,80,6.5,0.3,22
632,17_test.tif,0.76,0.839,0.695,0.963,60,7.0,0.3,24
633,17_test.tif,0.64,0.945,0.484,0.954,60,9.0,0.1,18
634,17_test.tif,0.51,0.976,0.346,0.944,60,7.5,0.9,20
635,17_test.tif,0.578,0.965,0.412,0.949,80,9.5,0.5,20
636,17_test.tif,0.736,0.896,0.624,0.962,80,7.5,0.1,20
637,17_test.tif,0.277,0.163,0.906,0.601,60,6.0,0.9,22
638,17_test.tif,0.708,0.919,0.575,0.96,80,7.0,0.3,16
639,17_test.tif,0.516,0.975,0.35,0.944,60,7.0,0.7,14
640,17_test.tif,0.516,0.921,0.358,0.943,60,6.5,0.9,14
641,01_test.tif,0.797,0.833,0.764,0.965,60,8.0,0.1,24
642,01_test.tif,0.645,0.953,0.487,0.952,60,9.0,0.7,16
643,01_test.tif,0.765,0.89,0.67,0.963,80,9.0,0.5,24
644,01_test.tif,0.7,0.927,0.562,0.957,80,9.0,0.9,18
645,01_test.tif,0.689,0.927,0.548,0.956,80,9.0,0.9,14
646,01_test.tif,0.772,0.863,0.697,0.963,80,8.5,0.9,24
647,01_test.tif,0.33,0.201,0.922,0.667,80,7.0,0.9,22
648,01_test.tif,0.245,0.141,0.968,0.469,60,6.5,0.9,24
649,01_test.tif,0.655,0.503,0.938,0.912,80,6.0,0.1,24
650,01_test.tif,0.801,0.82,0.784,0.965,60,7.5,0.3,22
651,01_test.tif,0.803,0.825,0.783,0.966,80,6.5,0.5,14
652,01_test.tif,0.759,0.89,0.662,0.963,80,9.0,0.1,16
653,01_test.tif,0.241,0.137,0.976,0.451,80,6.0,0.7,24
654,01_test.tif,0.784,0.866,0.716,0.965,80,8.5,0.3,22
655,01_test.tif,0.761,0.895,0.662,0.963,80,8.0,0.5,16
656,01_test.tif,0.703,0.925,0.567,0.957,80,9.5,0.9,22
657,01_test.tif,0.493,0.35,0.835,0.847,60,6.0,0.9,12
658,01_test.tif,0.658,0.951,0.503,0.953,60,9.5,0.5,16
659,01_test.tif,0.784,0.866,0.717,0.965,80,8.0,0.5,20
660,01_test.tif,0.795,0.752,0.844,0.961,80,6.5,0.1,20
661,01_test.tif,0.709,0.926,0.574,0.958,80,9.5,0.5,16
662,01_test.tif,0.294,0.174,0.944,0.597,80,7.0,0.9,24
663,01_test.tif,0.678,0.943,0.53,0.955,60,9.5,0.7,22
664,01_test.tif,0.627,0.955,0.467,0.95,60,9.5,0.9,20
665,01_test.tif,0.696,0.932,0.556,0.957,60,9.5,0.1,10
666,01_test.tif,0.795,0.836,0.759,0.965,80,8.0,0.7,24
667,01_test.tif,0.692,0.938,0.548,0.956,60,7.5,0.5,10
668,01_test.tif,0.764,0.891,0.668,0.963,80,8.0,0.7,18
669,01_test.tif,0.789,0.856,0.731,0.965,60,6.0,0.5,10
670,01_test.tif,0.695,0.93,0.554,0.957,60,8.0,0.9,16
671,01_test.tif,0.782,0.867,0.713,0.965,80,8.0,0.3,18
672,01_test.tif,0.692,0.927,0.552,0.956,80,7.5,0.9,10
673,01_test.tif,0.719,0.592,0.917,0.936,60,6.0,0.3,20
674,01_test.tif,0.801,0.797,0.805,0.964,60,6.0,0.7,12
675,01_test.tif,0.688,0.927,0.547,0.956,80,8.5,0.9,12
676,01_test.tif,0.688,0.927,0.547,0.956,80,9.0,0.9,10
677,01_test.tif,0.75,0.644,0.897,0.947,80,6.5,0.3,24
678,01_test.tif,0.764,0.678,0.874,0.952,60,7.0,0.7,22
679,01_test.tif,0.715,0.916,0.587,0.958,60,6.5,0.9,10
680,01_test.tif,0.688,0.927,0.547,0.956,80,8.5,0.9,10
681,01_test.tif,0.793,0.835,0.755,0.965,60,7.5,0.7,20
682,01_test.tif,0.767,0.88,0.679,0.963,60,8.0,0.1,14
683,01_test.tif,0.765,0.89,0.67,0.963,80,8.5,0.5,20
684,01_test.tif,0.722,0.921,0.594,0.959,80,9.5,0.3,14
685,01_test.tif,0.776,0.869,0.702,0.964,60,8.0,0.1,16
686,01_test.tif,0.782,0.863,0.715,0.964,80,8.5,0.1,20
687,01_test.tif,0.62,0.956,0.458,0.95,60,7.5,0.9,10
688,01_test.tif,0.638,0.955,0.48,0.952,60,9.5,0.7,18
689,01_test.tif,0.688,0.927,0.547,0.956,80,9.5,0.9,16
690,01_test.tif,0.755,0.664,0.877,0.949,80,6.0,0.7,14
691,01_test.tif,0.709,0.925,0.575,0.958,80,9.5,0.7,20
692,01_test.tif,0.774,0.88,0.691,0.964,80,8.0,0.5,18
693,01_test.tif,0.768,0.885,0.678,0.963,80,8.5,0.3,18
694,01_test.tif,0.758,0.886,0.663,0.962,80,8.5,0.9,22
695,01_test.tif,0.728,0.913,0.606,0.96,60,9.5,0.1,14
696,01_test.tif,0.754,0.898,0.65,0.962,60,8.5,0.5,20
697,01_test.tif,0.579,0.447,0.82,0.893,60,7.5,0.9,22
698,01_test.tif,0.752,0.898,0.648,0.962,80,8.5,0.1,12
699,01_test.tif,0.791,0.847,0.742,0.965,80,8.5,0.1,24
700,01_test.tif,0.71,0.925,0.576,0.958,60,9.0,0.1,10
701,01_test.tif,0.795,0.842,0.753,0.965,80,6.5,0.1,12
702,01_test.tif,0.746,0.906,0.633,0.961,80,8.5,0.3,14
703,01_test.tif,0.728,0.918,0.604,0.96,80,8.0,0.5,12
704,01_test.tif,0.663,0.95,0.509,0.954,60,9.0,0.5,14
705,01_test.tif,0.79,0.851,0.738,0.965,80,7.5,0.1,16
706,01_test.tif,0.255,0.147,0.962,0.499,60,6.5,0.9,22
707,01_test.tif,0.641,0.952,0.483,0.952,60,9.5,0.9,22
708,01_test.tif,0.749,0.884,0.649,0.961,60,7.5,0.9,16
709,01_test.tif,0.338,0.205,0.957,0.666,60,6.0,0.7,18
710,01_test.tif,0.804,0.799,0.809,0.965,80,6.5,0.3,16
711,01_test.tif,0.787,0.86,0.725,0.965,80,6.5,0.7,12
712,01_test.tif,0.761,0.892,0.663,0.963,60,6.5,0.5,10
713,01_test.tif,0.736,0.912,0.617,0.96,80,9.5,0.1,12
714,01_test.tif,0.801,0.813,0.79,0.965,80,6.0,0.1,12
715,01_test.tif,0.757,0.892,0.658,0.962,80,9.5,0.1,18
716,01_test.tif,0.712,0.925,0.579,0.958,80,9.0,0.5,14
717,01_test.tif,0.802,0.817,0.787,0.965,60,6.0,0.3,12
718,01_test.tif,0.787,0.859,0.726,0.965,60,8.0,0.3,20
719,01_test.tif,0.801,0.777,0.825,0.963,80,6.5,0.1,18
720,01_test.tif,0.679,0.944,0.53,0.955,60,9.5,0.5,18
721,01_test.tif,0.727,0.919,0.601,0.96,60,7.0,0.5,10
722,01_test.tif,0.766,0.88,0.678,0.963,60,7.0,0.1,10
723,01_test.tif,0.759,0.813,0.712,0.96,60,7.5,0.9,18
724,01_test.tif,0.644,0.492,0.931,0.908,60,6.5,0.5,24
725,01_test.tif,0.712,0.925,0.579,0.958,80,8.5,0.5,12
726,01_test.tif,0.8,0.769,0.834,0.963,80,6.5,0.3,18
727,01_test.tif,0.781,0.87,0.708,0.964,80,7.0,0.7,14
728,01_test.tif,0.723,0.92,0.596,0.959,80,8.5,0.7,16
729,01_test.tif,0.792,0.847,0.743,0.965,80,8.0,0.1,20
730,01_test.tif,0.772,0.876,0.69,0.964,80,7.5,0.1,12
731,01_test.tif,0.802,0.808,0.797,0.965,60,7.5,0.1,24
732,01_test.tif,0.733,0.915,0.612,0.96,80,8.5,0.3,12
733,01_test.tif,0.692,0.927,0.552,0.956,80,9.0,0.9,16
734,01_test.tif,0.78,0.872,0.706,0.964,60,8.0,0.5,20
735,01_test.tif,0.722,0.921,0.594,0.959,80,9.0,0.3,12
736,01_test.tif,0.239,0.136,0.975,0.445,80,6.0,0.9,22
737,01_test.tif,0.754,0.9,0.649,0.962,80,8.5,0.5,18
738,01_test.tif,0.788,0.856,0.73,0.965,80,8.5,0.1,22
739,01_test.tif,0.739,0.911,0.622,0.961,80,9.5,0.3,18
740,01_test.tif,0.554,0.413,0.839,0.879,80,7.0,0.9,18
741,01_test.tif,0.66,0.951,0.505,0.954,60,8.0,0.5,10
742,01_test.tif,0.639,0.955,0.481,0.952,60,9.0,0.5,12
743,01_test.tif,0.611,0.956,0.449,0.949,60,8.5,0.9,12
744,01_test.tif,0.794,0.844,0.75,0.965,60,6.0,0.1,10
745,01_test.tif,0.73,0.916,0.607,0.96,80,9.0,0.7,20
746,01_test.tif,0.764,0.677,0.878,0.952,80,7.0,0.7,22
747,01_test.tif,0.718,0.923,0.588,0.959,60,9.5,0.3,18
748,01_test.tif,0.8,0.808,0.792,0.965,60,7.5,0.7,22
749,01_test.tif,0.804,0.815,0.794,0.966,60,6.0,0.5,12
750,01_test.tif,0.725,0.677,0.78,0.947,80,7.0,0.9,16
751,01_test.tif,0.801,0.814,0.788,0.965,80,7.0,0.1,18
752,01_test.tif,0.712,0.647,0.792,0.943,80,7.5,0.9,20
