ID,EPOCH,BATCH,PRECISION,RECALL,F1,ACCURACY,LOSS
0,2,27,0.84693,0.71064,0.77282,0.94654,0.14121507108211517
0,2,28,0.7577,0.57564,0.65424,0.91817,0.22060497105121613
0,2,29,0.85454,0.68687,0.76159,0.95066,0.06611083447933197
0,2,30,0.78615,0.67618,0.72703,0.95039,0.10521776229143143
0,2,31,0.85371,0.71231,0.77663,0.95224,0.12428367882966995
0,2,32,0.84432,0.63459,0.72459,0.94961,0.09057331085205078
0,2,33,0.77367,0.73756,0.75518,0.95889,0.15838401019573212
0,2,34,0.70563,0.57842,0.63573,0.93704,0.1291562020778656
0,2,35,0.80585,0.59573,0.68504,0.94713,0.11119751632213593
0,2,36,0.89563,0.50931,0.64936,0.94143,0.14858976006507874
0,2,37,0.86206,0.537,0.66177,0.94159,0.43722912669181824
0,2,38,0.9084,0.60113,0.72349,0.95156,0.19054648280143738
0,2,39,0.89244,0.60057,0.71798,0.94168,0.12343114614486694
0,2,40,0.86793,0.5125,0.64446,0.92878,0.2342946082353592
0,2,41,0.84586,0.70206,0.76728,0.95834,0.10941013693809509
0,2,42,0.82124,0.70738,0.76007,0.94765,0.13877670466899872
0,2,43,0.72201,0.74663,0.73411,0.95301,0.10882184654474258
0,2,44,0.76813,0.78119,0.77461,0.94744,0.14209233224391937
0,2,45,0.81841,0.73967,0.77705,0.94466,0.358585923910141
0,2,46,0.75719,0.7944,0.77535,0.94325,0.1448768973350525
0,2,47,0.76226,0.82428,0.79206,0.94191,0.12427230924367905
0,2,48,0.59589,0.77217,0.67268,0.94295,0.2782857418060303
0,2,49,0.66093,0.80203,0.72468,0.94872,0.11034652590751648
0,2,50,0.76501,0.82443,0.79361,0.95079,0.1334487646818161
0,2,51,0.76603,0.80503,0.78505,0.94758,0.21498799324035645
0,2,52,0.76132,0.81992,0.78954,0.94783,0.1033572405576706
0,2,53,0.73705,0.73707,0.73706,0.91785,0.13859005272388458
0,2,54,0.53215,0.72107,0.61237,0.91178,0.15676182508468628
0,2,55,0.76445,0.75022,0.75727,0.94524,0.15762025117874146
0,2,56,0.85973,0.74332,0.7973,0.94396,0.10967566072940826
0,2,57,0.7838,0.75846,0.77092,0.95522,0.18605953454971313
0,2,58,0.81305,0.72884,0.76865,0.9602,0.11685964465141296
0,2,59,0.8217,0.73532,0.77611,0.95531,0.07198378443717957
0,2,60,0.73588,0.6959,0.71533,0.9532,0.13348545134067535
0,2,61,0.81223,0.68884,0.74546,0.95288,0.19053594768047333
0,2,62,0.80306,0.73174,0.76574,0.96018,0.14755582809448242
0,2,63,0.89226,0.65869,0.75789,0.95285,0.13020475208759308
0,2,64,0.84108,0.71669,0.77392,0.95046,0.11246644705533981
0,2,65,0.86593,0.69603,0.77174,0.95802,0.08708562701940536
0,2,66,0.8795,0.60838,0.71924,0.94063,0.1982271373271942
0,2,67,0.87248,0.64809,0.74373,0.95693,0.11632180213928223
0,3,1,0.83132,0.74192,0.78408,0.96195,0.08346385508775711
0,3,2,0.77297,0.66552,0.71523,0.9544,0.11285094171762466
0,3,3,0.89262,0.6233,0.73403,0.94466,0.1682763546705246
0,3,4,0.89187,0.66011,0.75869,0.94652,0.41148459911346436
0,3,5,0.88119,0.69726,0.77851,0.94991,0.34784793853759766
0,3,6,0.78411,0.7656,0.77474,0.94634,0.1664372980594635
0,3,7,0.74979,0.79079,0.76975,0.94811,0.09663479775190353
0,3,8,0.67393,0.72065,0.69651,0.91904,0.20291373133659363
0,3,9,0.61368,0.83053,0.70582,0.93018,0.14151646196842194
0,3,10,0.76679,0.81518,0.79024,0.94616,0.30194205045700073
0,3,11,0.69813,0.82126,0.75471,0.94621,0.15323945879936218
0,3,12,0.73727,0.79718,0.76606,0.94225,0.1540345847606659
0,3,13,0.77214,0.80137,0.78649,0.94255,0.12503042817115784
0,3,14,0.67076,0.83939,0.74566,0.94371,0.13938307762145996
0,3,15,0.64814,0.84347,0.73302,0.9456,0.167147696018219
0,3,16,0.64814,0.71475,0.67981,0.92909,0.2676236927509308
0,3,17,0.64682,0.79605,0.71372,0.93457,0.14017918705940247
0,3,18,0.70386,0.71896,0.71133,0.94048,0.1455710381269455
0,3,19,0.8336,0.75481,0.79225,0.94316,0.20603999495506287
0,3,20,0.84289,0.75504,0.79655,0.95329,0.3385077714920044
0,3,21,0.7638,0.78606,0.77477,0.95537,0.15625834465026855
0,3,22,0.76386,0.72657,0.74475,0.95392,0.2601183354854584
0,3,23,0.67862,0.79934,0.73405,0.94378,0.19306014478206635
0,3,24,0.5837,0.81897,0.68161,0.93432,0.14964433014392853
0,3,25,0.80253,0.79547,0.79898,0.9557,0.08890216052532196
0,3,26,0.74264,0.7874,0.76437,0.94773,0.10654579848051071
0,3,27,0.81316,0.78095,0.79673,0.94757,0.14588989317417145
0,3,28,0.759,0.66849,0.71088,0.93171,0.18772783875465393
0,3,29,0.82788,0.71554,0.76762,0.95328,0.0806715339422226
0,3,30,0.83584,0.76029,0.79628,0.95362,0.13047538697719574
0,3,31,0.65719,0.63934,0.64814,0.92725,0.22891120612621307
0,3,32,0.82866,0.65128,0.72934,0.93506,0.08211854845285416
0,3,33,0.84977,0.68854,0.76071,0.94795,0.1095772385597229
0,3,34,0.82152,0.75508,0.7869,0.95552,0.11237696558237076
0,3,35,0.85397,0.69418,0.76583,0.95477,0.22599217295646667
0,3,36,0.8773,0.67325,0.76185,0.9502,0.0617322102189064
0,3,37,0.9088,0.57408,0.70366,0.93438,0.31048867106437683
0,3,38,0.81538,0.77478,0.79456,0.95356,0.09137208014726639
0,3,39,0.91212,0.68529,0.7826,0.94986,0.14772345125675201
0,3,40,0.8376,0.73067,0.78049,0.95096,0.26152628660202026
0,3,41,0.86507,0.64261,0.73743,0.94444,0.1026521846652031
0,3,42,0.80793,0.77701,0.79217,0.95277,0.10916870087385178
0,3,43,0.72176,0.72984,0.72578,0.95235,0.15407104790210724
0,3,44,0.72646,0.71923,0.72283,0.93446,0.17523916065692902
0,3,45,0.66131,0.79408,0.72164,0.93961,0.1324852705001831
0,3,46,0.85123,0.6948,0.7651,0.95148,0.24016164243221283
0,3,47,0.6783,0.81375,0.73988,0.94864,0.1553582400083542
0,3,48,0.80737,0.73327,0.76854,0.95369,0.15284577012062073
0,3,49,0.8073,0.72287,0.76276,0.95098,0.10792005062103271
0,3,50,0.59114,0.79097,0.67661,0.94006,0.21970640122890472
0,3,51,0.71417,0.7727,0.74228,0.95893,0.09020919352769852
0,3,52,0.77722,0.69579,0.73426,0.95162,0.13123753666877747
0,3,53,0.79775,0.79152,0.79462,0.95366,0.1581631302833557
0,3,54,0.87804,0.71287,0.78688,0.94862,0.08391912281513214
0,3,55,0.81429,0.73678,0.77359,0.95692,0.18717454373836517
0,3,56,0.7651,0.72753,0.74584,0.95077,0.5723537802696228
0,3,57,0.74501,0.8092,0.77578,0.94524,0.13204510509967804
0,3,58,0.67413,0.80082,0.73203,0.95395,0.10220849514007568
0,3,59,0.74863,0.81212,0.77908,0.94898,0.2076912671327591
0,3,60,0.74565,0.83002,0.78558,0.94503,0.13305656611919403
0,3,61,0.63143,0.85087,0.72491,0.94395,0.16273826360702515
0,3,62,0.75276,0.84623,0.79676,0.95084,0.14618313312530518
0,3,63,0.56797,0.71987,0.63496,0.9236,0.23669041693210602
0,3,64,0.7196,0.84716,0.77818,0.94496,0.1304955929517746
0,3,65,0.73054,0.75022,0.74025,0.94162,0.3753395974636078
0,3,66,0.70946,0.77392,0.74029,0.93277,0.13712631165981293
0,3,67,0.71246,0.81949,0.76224,0.94626,0.11552321910858154
0,4,1,0.75971,0.79195,0.77549,0.94577,0.2318822741508484
0,4,2,0.70216,0.78845,0.74281,0.94393,0.10852697491645813
0,4,3,0.61011,0.8335,0.70452,0.92139,0.1553068906068802
0,4,4,0.72046,0.82442,0.76894,0.9535,0.15948030352592468
0,4,5,0.72862,0.80811,0.76631,0.95118,0.1185007244348526
0,4,6,0.81327,0.77477,0.79355,0.95865,0.10499587655067444
0,4,7,0.76526,0.7842,0.77461,0.96148,0.0985722541809082
0,4,8,0.83904,0.71884,0.7743,0.95641,0.2581472098827362
0,4,9,0.80028,0.73808,0.76792,0.95844,0.11387739330530167
0,4,10,0.8859,0.69752,0.78051,0.95515,0.09274454414844513
0,4,11,0.89509,0.67122,0.76716,0.95297,0.14811010658740997
0,4,12,0.78752,0.66554,0.72141,0.95217,0.11527545750141144
0,4,13,0.81511,0.73107,0.77081,0.95523,0.10548978298902512
0,4,14,0.84902,0.72338,0.78118,0.94668,0.13195054233074188
0,4,15,0.90326,0.5936,0.7164,0.94677,0.04181264340877533
0,4,16,0.87674,0.61402,0.72223,0.94956,0.2786363661289215
0,4,17,0.86942,0.71664,0.78567,0.95169,0.5290992856025696
0,4,18,0.8805,0.66402,0.75709,0.9422,0.23860056698322296
0,4,19,0.84328,0.70828,0.76991,0.94553,0.0940796360373497
0,4,20,0.7761,0.72258,0.74838,0.94981,0.15260186791419983
0,4,21,0.69418,0.79388,0.74069,0.94751,0.11840259283781052
0,4,22,0.69362,0.83142,0.75629,0.93876,0.15356476604938507
0,4,23,0.4961,0.82898,0.62073,0.92018,0.16922461986541748
0,4,24,0.64994,0.89039,0.7514,0.94235,0.1355801373720169
0,4,25,0.75959,0.79724,0.77796,0.94042,0.19731122255325317
0,4,26,0.73128,0.8046,0.76619,0.95398,0.224206805229187
0,4,27,0.85128,0.75546,0.80051,0.95201,0.42534589767456055
0,4,28,0.74119,0.80628,0.77236,0.95077,0.1572626382112503
0,4,29,0.64823,0.86583,0.74139,0.94698,0.1724165976047516
0,4,30,0.65197,0.72125,0.68486,0.9029,0.16196030378341675
0,4,31,0.70574,0.78273,0.74224,0.95005,0.09785208851099014
0,4,32,0.61951,0.8365,0.71183,0.93669,0.23477040231227875
0,4,33,0.67421,0.86138,0.75639,0.94919,0.13764545321464539
0,4,34,0.74678,0.74882,0.7478,0.92226,0.1912483274936676
0,4,35,0.63253,0.84424,0.72321,0.94294,0.25943249464035034
0,4,36,0.61963,0.85671,0.71914,0.94675,0.1327451765537262
0,4,37,0.77274,0.79279,0.78263,0.94713,0.14469030499458313
0,4,38,0.63079,0.72373,0.67407,0.92931,0.4558294713497162
0,4,39,0.71875,0.84724,0.77773,0.95202,0.11159484088420868
0,4,40,0.77656,0.84126,0.80762,0.95459,0.08903542160987854
0,4,41,0.61191,0.84588,0.71012,0.94133,0.13120204210281372
0,4,42,0.69842,0.8055,0.74815,0.93729,0.13249748945236206
0,4,43,0.53459,0.80889,0.64373,0.93354,0.15081723034381866
0,4,44,0.82069,0.74617,0.78165,0.94358,0.14463181793689728
0,4,45,0.7518,0.63488,0.68841,0.94092,0.264262318611145
0,4,46,0.90008,0.70804,0.79259,0.94979,0.1346280723810196
0,4,47,0.80663,0.78684,0.79661,0.95132,0.17215073108673096
0,4,48,0.80656,0.7348,0.76901,0.95518,0.13944095373153687
0,4,49,0.7952,0.78375,0.78944,0.95623,0.10183171927928925
0,4,50,0.79808,0.71352,0.75343,0.94664,0.11143945902585983
0,4,51,0.87667,0.72387,0.79298,0.95583,0.09598638117313385
0,4,52,0.76091,0.75122,0.75603,0.95054,0.10247372835874557
0,4,53,0.82498,0.62595,0.71182,0.93951,0.18342337012290955
0,4,54,0.85686,0.67474,0.75497,0.9528,0.13864243030548096
0,4,55,0.815,0.52816,0.64096,0.92635,0.2538274824619293
0,4,56,0.89179,0.69319,0.78005,0.94833,0.10690327733755112
0,4,57,0.89582,0.66739,0.76491,0.95093,0.26351645588874817
0,4,58,0.77962,0.77692,0.77827,0.95678,0.09264012426137924
0,4,59,0.90444,0.62633,0.74012,0.9466,0.12435503304004669
0,4,60,0.80751,0.78956,0.79843,0.95539,0.08174393326044083
0,4,61,0.85029,0.70151,0.76877,0.95002,0.6194468140602112
0,4,62,0.84111,0.77202,0.80509,0.95443,0.08750763535499573
0,4,63,0.79847,0.80695,0.80269,0.95372,0.11450747400522232
0,4,64,0.68852,0.79323,0.73717,0.95113,0.11983876675367355
0,4,65,0.70161,0.88673,0.78338,0.94309,0.14916186034679413
0,4,66,0.73242,0.76074,0.74631,0.93002,0.18581530451774597
0,4,67,0.72504,0.7359,0.73043,0.91948,0.4228532314300537
0,5,1,0.72891,0.83829,0.77979,0.95385,0.12078676372766495
0,5,2,0.73508,0.84775,0.78741,0.94833,0.13827525079250336
0,5,3,0.78806,0.8154,0.8015,0.94576,0.1943683922290802
0,5,4,0.75315,0.85407,0.80044,0.94534,0.12884442508220673
0,5,5,0.58472,0.7924,0.6729,0.9083,0.18341180682182312
0,5,6,0.72296,0.83833,0.77638,0.94396,0.12857113778591156
0,5,7,0.69157,0.82641,0.753,0.93861,0.15317930281162262
0,5,8,0.84519,0.78603,0.81454,0.94581,0.13486070930957794
0,5,9,0.68558,0.7155,0.70022,0.93361,0.1252869814634323
0,5,10,0.75924,0.8307,0.79336,0.95188,0.36491304636001587
0,5,11,0.6088,0.79844,0.69084,0.94263,0.12356965243816376
0,5,12,0.76126,0.8136,0.78656,0.95335,0.1545071005821228
0,5,13,0.71456,0.84068,0.77251,0.9472,0.2617175877094269
0,5,14,0.79751,0.82245,0.80979,0.95351,0.22258733212947845
0,5,15,0.77929,0.82704,0.80246,0.94376,0.20921392738819122
0,5,16,0.68128,0.77666,0.72585,0.95486,0.17575706541538239
0,5,17,0.73687,0.8311,0.78116,0.9512,0.11533284187316895
0,5,18,0.68335,0.85199,0.75841,0.948,0.13168790936470032
0,5,19,0.76156,0.84667,0.80186,0.94726,0.18148556351661682
0,5,20,0.69282,0.79798,0.74169,0.95129,0.11645328998565674
0,5,21,0.74515,0.86514,0.80068,0.94588,0.1481781303882599
0,5,22,0.79634,0.78185,0.78903,0.95297,0.1149115189909935
0,5,23,0.72561,0.83279,0.77551,0.94975,0.09837742149829865
0,5,24,0.84061,0.75063,0.79307,0.95062,0.14222806692123413
0,5,25,0.71157,0.81959,0.76177,0.9553,0.10000303387641907
0,5,26,0.82963,0.76159,0.79416,0.94778,0.13702751696109772
0,5,27,0.71759,0.76383,0.73999,0.9572,0.1846863180398941
0,5,28,0.78722,0.79257,0.78989,0.95816,0.1200106292963028
0,5,29,0.82432,0.75293,0.78701,0.96044,0.2654784023761749
0,5,30,0.86695,0.75273,0.80581,0.95732,0.13036495447158813
0,5,31,0.70507,0.80629,0.75229,0.95604,0.10617072135210037
0,5,32,0.74754,0.74726,0.7474,0.94377,0.22166956961154938
0,5,33,0.82195,0.73498,0.77603,0.94756,0.1884763240814209
0,5,34,0.77733,0.7246,0.75004,0.95507,0.09822670370340347
0,5,35,0.72146,0.75972,0.74009,0.95572,0.13670599460601807
0,5,36,0.61745,0.79412,0.69473,0.94044,0.2957513630390167
0,5,37,0.82081,0.80229,0.81145,0.95736,0.09974769502878189
0,5,38,0.73161,0.84699,0.78508,0.95697,0.1477009654045105
0,5,39,0.74582,0.81261,0.77778,0.95473,0.23788414895534515
0,5,40,0.79195,0.79355,0.79275,0.95215,0.08113250881433487
0,5,41,0.78916,0.74712,0.76756,0.93914,0.20528095960617065
0,5,42,0.73164,0.84204,0.78297,0.95208,0.2123923897743225
0,5,43,0.75651,0.79264,0.77415,0.9485,0.08598262816667557
0,5,44,0.78703,0.8322,0.80898,0.95673,0.12591652572155
0,5,45,0.72214,0.84504,0.77877,0.94926,0.12951600551605225
0,5,46,0.71125,0.78094,0.74446,0.9356,0.20556986331939697
0,5,47,0.72831,0.78755,0.75677,0.93478,0.153891921043396
0,5,48,0.62496,0.84438,0.71829,0.93558,0.17004188895225525
0,5,49,0.8176,0.77233,0.79432,0.95343,0.1501559615135193
0,5,50,0.71238,0.79067,0.74948,0.94186,0.14234559237957
0,5,51,0.80705,0.81945,0.8132,0.95185,0.13238674402236938
0,5,52,0.77062,0.81734,0.79329,0.95517,0.11379848420619965
0,5,53,0.85381,0.75838,0.80327,0.9541,0.18603655695915222
0,5,54,0.74347,0.75219,0.74781,0.93279,0.10190774500370026
0,5,55,0.71967,0.75785,0.73827,0.93274,0.12063104659318924
0,5,56,0.82553,0.79952,0.81232,0.95828,0.20920707285404205
0,5,57,0.81738,0.67558,0.73974,0.94867,0.15833719074726105
0,5,58,0.64411,0.77931,0.70529,0.95028,0.11322111636400223
0,5,59,0.82768,0.77797,0.80206,0.95906,0.07316305488348007
0,5,60,0.90072,0.66218,0.76325,0.95001,0.13359934091567993
0,5,61,0.83208,0.74845,0.78805,0.95774,0.4736170172691345
0,5,62,0.78314,0.78257,0.78285,0.95833,0.09780909866094589
0,5,63,0.82419,0.796,0.80985,0.94351,0.11166133731603622
0,5,64,0.73338,0.76421,0.74848,0.95377,0.09953751415014267
0,5,65,0.79091,0.74242,0.7659,0.95066,0.1294073611497879
0,5,66,0.69552,0.70649,0.70096,0.936,0.10416878014802933
0,5,67,0.76188,0.82778,0.79347,0.95258,0.18613021075725555
0,6,1,0.72793,0.72936,0.72864,0.9379,0.20001989603042603
0,6,2,0.70178,0.7066,0.70418,0.93374,0.19641047716140747
0,6,3,0.73932,0.74981,0.74453,0.92425,0.27015477418899536
0,6,4,0.66405,0.7277,0.69442,0.92666,0.15958279371261597
0,6,5,0.85886,0.77496,0.81475,0.94851,0.10424639284610748
0,6,6,0.81984,0.7633,0.79056,0.94527,0.08901186287403107
0,6,7,0.80067,0.7695,0.78478,0.94941,0.14273372292518616
0,6,8,0.76489,0.78824,0.77639,0.95267,0.22076919674873352
0,6,9,0.79793,0.79348,0.7957,0.95166,0.1521095484495163
0,6,10,0.59526,0.77098,0.67182,0.94265,0.1626833975315094
0,6,11,0.73066,0.79825,0.76296,0.95464,0.12464297562837601
0,6,12,0.86168,0.73604,0.79392,0.95284,0.09577251225709915
0,6,13,0.75698,0.81494,0.78489,0.96189,0.09265623986721039
0,6,14,0.69691,0.81898,0.75303,0.94372,0.19659192860126495
0,6,15,0.81113,0.73304,0.77011,0.9564,0.1007457748055458
0,6,16,0.81884,0.7305,0.77215,0.96058,0.102135069668293
0,6,17,0.8485,0.78719,0.8167,0.95204,0.22750899195671082
0,6,18,0.83967,0.72341,0.77722,0.94814,0.11248984187841415
0,6,19,0.77966,0.7912,0.78539,0.95605,0.08927401155233383
0,6,20,0.89953,0.66828,0.76685,0.95273,0.13166984915733337
0,6,21,0.74354,0.76555,0.75439,0.95766,0.07256750762462616
0,6,22,0.84287,0.75902,0.79875,0.95501,0.11503700166940689
0,6,23,0.83938,0.77772,0.80738,0.95356,0.09635286033153534
0,6,24,0.82024,0.7521,0.78469,0.96091,0.15054015815258026
0,6,25,0.9279,0.65684,0.76918,0.94944,0.11282715946435928
0,6,26,0.70809,0.73573,0.72164,0.95407,0.09023745357990265
0,6,27,0.90362,0.72505,0.80455,0.94982,0.11813268065452576
0,6,28,0.81821,0.64179,0.71934,0.94049,0.4950977563858032
0,6,29,0.83253,0.784,0.80753,0.95975,0.09870833903551102
0,6,30,0.70552,0.80757,0.7531,0.94248,0.1403866559267044
0,6,31,0.78099,0.84197,0.81034,0.95629,0.11467956006526947
0,6,32,0.79703,0.82961,0.81299,0.94806,0.17717766761779785
0,6,33,0.73656,0.84858,0.78861,0.95783,0.15083859860897064
0,6,34,0.70128,0.82514,0.75818,0.95228,0.10304579883813858
0,6,35,0.76608,0.70885,0.73636,0.9322,0.3642137944698334
0,6,36,0.64602,0.78814,0.71004,0.93144,0.1705712229013443
0,6,37,0.74053,0.87317,0.8014,0.95188,0.30211833119392395
0,6,38,0.72755,0.86072,0.78855,0.95641,0.14474447071552277
0,6,39,0.47992,0.8621,0.61659,0.91856,0.1944272518157959
0,6,40,0.67859,0.89456,0.77175,0.94125,0.1365388184785843
0,6,41,0.73464,0.83626,0.78216,0.9481,0.10718011111021042
0,6,42,0.7678,0.86174,0.81207,0.94721,0.10544251650571823
0,6,43,0.75796,0.78146,0.76953,0.95436,0.31531938910484314
0,6,44,0.70017,0.86774,0.775,0.95108,0.12424088269472122
0,6,45,0.67913,0.89231,0.77126,0.94358,0.1402604579925537
0,6,46,0.76061,0.81645,0.78754,0.95394,0.0913316085934639
0,6,47,0.74854,0.84288,0.79292,0.94431,0.16999784111976624
0,6,48,0.74325,0.8103,0.77533,0.95835,0.11393482238054276
0,6,49,0.79577,0.80023,0.79799,0.95865,0.10374373197555542
0,6,50,0.79371,0.75329,0.77297,0.95359,0.11504335701465607
0,6,51,0.75522,0.77327,0.76414,0.95872,0.1477523148059845
0,6,52,0.85292,0.67588,0.75415,0.95472,0.11240499466657639
0,6,53,0.87654,0.73519,0.79967,0.9559,0.21846847236156464
0,6,54,0.8137,0.71604,0.76175,0.95664,0.16625507175922394
0,6,55,0.83383,0.66708,0.7412,0.942,0.14600878953933716
0,6,56,0.82885,0.759,0.79239,0.95798,0.10523436963558197
0,6,57,0.88066,0.68499,0.7706,0.94976,0.1569458246231079
0,6,58,0.76225,0.79623,0.77887,0.95577,0.14753322303295135
0,6,59,0.83547,0.77825,0.80585,0.96355,0.06574948877096176
0,6,60,0.85427,0.76612,0.8078,0.95455,0.07341324537992477
0,6,61,0.8395,0.72955,0.78067,0.95104,0.06960634887218475
0,6,62,0.87562,0.75002,0.80797,0.95759,0.10977546870708466
0,6,63,0.77488,0.81669,0.79524,0.95961,0.1100618839263916
